youTubeLinkIds@sourceA,attraction_name@sourceA,attraction_knownFor@sourceA,attraction_reviewComment@sourceA,attraction_ranking@sourceA,attraction_no_of_reviews@sourceA,attraction_contact@sourceA,attraction_in@sourceA,attraction_address@sourceA,attraction_url@sourceA,attraction_in_file@sourceA,mention_name@sourceB,mention_popularity@sourceB,mention_longitude@sourceB,mention_latitude@sourceB,no_of_blogFiles@sourceB,Confidence
"M6e1ZIjGLJQ,VsF0RJb3xFU,SvokkL7-FUc",Mia Sorella,,This is a nice shop if you are looking for gift - especially things for serving good food. Olive oil a speciality - however I have not tried. I have purchased some nice gifts... read more,8,4,,El Dorado Hills,"4356 Town Center Blvd Ste 112 , El Dorado Hills , CA 95762-7122",https://www.tripadvisor.com/Attraction_Review-g32335-d3698383-Reviews-Mia_Sorella-El_Dorado_Hills_California.html,el_dorado_hills.json,el dorado hills,1,-121.0593659,38.67950505,2,100
"DsXoDE0Jpd8,71f4pLt5j54,qsAFoKKzBLY",El Dorado Saloon,,We have been going to the Saloon for 3 years now - we love the outdoor patio area in the warm weather - cool shade from a massive oak tree and friendly service make the meal very... read more,2,30,+1 916-941-3600,El Dorado Hills,"879 Embarcadero Dr , El Dorado Hills , CA 95762-4090",https://www.tripadvisor.com/Attraction_Review-g32335-d2208002-Reviews-El_Dorado_Saloon-El_Dorado_Hills_California.html,el_dorado_hills.json,el dorado hills,1,-121.0593659,38.67950505,2,100
"sIdI8OkC1j8,LP1zcuhQwR4,g2bW9eaLQl4",Triple B Clays,,"It's hard to believe that this gun club is in the heart of the LA basin. But, once there, you'd think you were out in the countryside away from the city. The course is... read more",1,7,+1 626-579-5201,El Monte,"831 Rosemead Blvd , El Monte , CA 91733-4211",https://www.tripadvisor.com/Attraction_Review-g32338-d3658792-Reviews-Triple_B_Clays-El_Monte_California.html,el_monte.json,el monte,5,-118.0368489,34.0751571,27,100
"gTqhzl0SIEU,TFiNgLhsI0k,lYK9Aw5f92c",Silver Dollar Saloon,"ニ_ニ_ニ_ Just a barfly ニ_ニ_ニ_ Reviewed February 26, 2015 Great little place I've been going since 1999. Its change hands a few times including one last year. Still a great place to get the best price on a pitcher of beer. Aslo there are several dart boards. Helpful? 1 Thank Tim P Report",,3,,,El Monte,,https://www.tripadvisor.com/Attraction_Review-g32338-d5834618-Reviews-Silver_Dollar_Saloon-El_Monte_California.html,el_monte.json,el monte,5,-118.0368489,34.0751571,27,100
"U6l9CEHdOUc,56kT9DoByzQ,Py6Y6W5XGfk",Lambert Park,,We visited Lambert Park to watch an All-Star Little League baseball game. Although the field itself was a challenge for the players because it was a bit uneven and not... read more,2,2,(626) 580-2223,El Monte,"11431 McGirk Ave , El Monte , CA 91732-1822",https://www.tripadvisor.com/Attraction_Review-g32338-d8795970-Reviews-Lambert_Park-El_Monte_California.html,el_monte.json,el monte,5,-118.0368489,34.0751571,27,100
"MyIKq0dEEkE,0wzEovzifZ0,M3fsRW8zgVw",Automobile Driving Museum,"Specialty Museums , Museums",We took an Uber here with my kids n we loved it so much fun and interesting to see everything I think I was to tired to enjoy it to the max but everyone else did,1,82,+1 310-909-0950,El Segundo,"610 Lairport St , El Segundo , CA 90245-5004",https://www.tripadvisor.com/Attraction_Review-g32341-d2486962-Reviews-Automobile_Driving_Museum-El_Segundo_California.html,el_segundo.json,el segundo,6,-118.3829549,33.9122175,21,100
"d8a9jnzKDoE,BYQTl7a3OLk",Purple Orchid,,recently went here for my birthday and had a blast! its got a nice tiki ambience. Gets kinda crowded so id scope out a spot early for your group. They have a jukebox that has alot... read more,6,17,+1 310-322-5829,El Segundo,"221 Richmond St , El Segundo , CA 90245-3719",https://www.tripadvisor.com/Attraction_Review-g32341-d1890839-Reviews-Purple_Orchid-El_Segundo_California.html,el_segundo.json,el segundo,6,-118.3829549,33.9122175,21,100
"wZQVCLAV0gE,G6ck-W8AWVM",Scooter's Jungle,,This was a great time! They have a kids play area towards the back that my kids love. Its just the right distance from the dining tables... Which are actually picnic tables. You... read more,9,7,+1 310-848-1380,El Segundo,"606 Hawaii St , El Segundo , CA 90245-4813",https://www.tripadvisor.com/Attraction_Review-g32341-d3850264-Reviews-Scooter_s_Jungle-El_Segundo_California.html,el_segundo.json,el segundo,6,-118.3829549,33.9122175,21,100
"12b1ijtfApw,x_-l9rWeA98,IXOg27bN_yU",Rubens Distilling and Brewing,,"Unique brewery with a ""speakeasy"" vibe. Very cool! Beautiful wood bar and nice comfy couch and club chairs gives the place an intimate feel. Oh yeah...the beer is great too.",7,6,+(1)4242771134,El Segundo,"909 E El Segundo Blvd , El Segundo , CA 90245-4110",https://www.tripadvisor.com/Attraction_Review-g32341-d10185514-Reviews-Rubens_Distilling_and_Brewing-El_Segundo_California.html,el_segundo.json,el segundo,6,-118.3829549,33.9122175,21,100
"Rf4WL-PPuJU,-0EXtHcXtRw",Yoga Works,,"I've been a YogaWorks Regional member for over 7 years, but mainly practiced at the Santa Monica studios. The El Segundo location is much closer to my office and is conveniently... read more",10,7,+1 310-322-6500,El Segundo,"740 S Allied Way , Floor 2 , El Segundo , CA 90245-5514",https://www.tripadvisor.com/Attraction_Review-g32341-d2547036-Reviews-Yoga_Works-El_Segundo_California.html,el_segundo.json,el segundo,6,-118.3829549,33.9122175,21,100
"4uyNQCHE8rk,6-PPSID6ieA,8R41jIF9knU",Rock And Brews,,"We're locals, so we visit this bar & grill monthly, if not more often for Aerospace / USAF Los Angeles Air Force Base program socials and gatherings with family and friends. With... read more",5,16,+1 310-615-9890,El Segundo,"143 Main St , El Segundo , CA 90245-3802",https://www.tripadvisor.com/Attraction_Review-g32341-d5840971-Reviews-Rock_And_Brews-El_Segundo_California.html,el_segundo.json,el segundo,6,-118.3829549,33.9122175,21,100
"bzgchKfjBGI,wIYPpA-eMeM",ArcLight Beach Cities,,"This is the only movie theater I go to now. Love the fact that you can go online & choose your seat & pay for it before you arrive. It is very clean, seats are good with drink... read more",2,36,,El Segundo,"831 S Nash St , El Segundo , CA 90245-4708",https://www.tripadvisor.com/Attraction_Review-g32341-d4181144-Reviews-ArcLight_Beach_Cities-El_Segundo_California.html,el_segundo.json,el segundo,6,-118.3829549,33.9122175,21,100
"tVpnL4Wrips,-EssNfO7AWM,0B32UObX_P4",Old Town Music Hall,,What an amazing throw back to black and white movies and cartoons today. The music and comedy before the movie along with the sing along was outstanding. The owner was there and... read more,4,19,+1 310-322-2592,El Segundo,"140 Richmond St , El Segundo , CA 90245-3796",https://www.tripadvisor.com/Attraction_Review-g32341-d3946740-Reviews-Old_Town_Music_Hall-El_Segundo_California.html,el_segundo.json,el segundo,6,-118.3829549,33.9122175,21,100
"1x6XcwQnct4,w_BV8mxv6Vg,4ypUTN3W4aE",Laguna Gateway,,"If you need particular type products of the big chain stores this may be your spot. Electronics = Best Buy, Home improvement = Home Depot,,,, Clothing = TJ Maxx, and Old Navy... read more",7,3,,Elk Grove,"Laguna and West Stockton Boulevards , Elk Grove , CA 95758",https://www.tripadvisor.com/Attraction_Review-g32349-d7648085-Reviews-Laguna_Gateway-Elk_Grove_California.html,elk_grove.json,elk grove,6,-121.3716177,38.4087993,9,100
"sJK79LvH9SM,Gz0RrjpDCaw,x37jqK3jABw",Happy Garden Bar,,"Happy Garden does a nice job. The bar is usually full, and the dining area is typically busy too. Lemon chicken, sweet and sour pork, and general chicken are some of my... read more",3,3,+1 916-686-3939,Elk Grove,"9081 Elk Grove Blvd , Elk Grove , CA 95624-2047",https://www.tripadvisor.com/Attraction_Review-g32349-d5918800-Reviews-Happy_Garden_Bar-Elk_Grove_California.html,elk_grove.json,elk grove,6,-121.3716177,38.4087993,9,100
"uivpLytCqf8,qCj4cnzj7xI,TLm0BLeYT0A",Rockin Jump,"ニ_ニ_ニ_ Birthday party ニ_ニ_ニ_ Reviewed September 12, 2016 via mobile Great place for kids and adults. They have ppl everywhere in the place watching over your kids and making sure they are safe. Fun!!!! It's all I can say. Helpful? Thank Soplavientera Report 752kimberlyc Elk Grove, California Level Contributor 7 reviews ニ_ニ_ニ_ Not a Rockin Experience ニ_ニ_ニ_ Reviewed March 23, 2016 This was our one and only experience....First of all you have to go in and sign a waiver at a kiosk, then you go to the cashier at which point they tell you they are out socks (that are REQUIRED in order to enter and jump). They only had XS and XL size socks. a cashier at the counter was... More Helpful? Thank 752kimberlyc Report",,11,2,,Elk Grove,,https://www.tripadvisor.com/Attraction_Review-g32349-d10097984-Reviews-Rockin_Jump-Elk_Grove_California.html,elk_grove.json,elk grove,6,-121.3716177,38.4087993,9,100
"WT0F0SZ6Zp8,_Ts_cQT9mqA,JvmujX2i92c",Elk Grove Creek Trail,,I used to walk my dogs here every day as part of a 3 mile walk. Lots of birds and beaver (if the CSD hasn't trapped them all). Some shady areas welcome. Litter from high school... read more,2,5,,Elk Grove,"Elk Grove , CA",https://www.tripadvisor.com/Attraction_Review-g32349-d8671468-Reviews-Elk_Grove_Creek_Trail-Elk_Grove_California.html,elk_grove.json,elk grove,6,-121.3716177,38.4087993,9,100
"KAUg4JNMTvM,qUHZulSeYik,55r-0PZWVpE",SURF XTREME,,"A great experience for adults and kids. I had my son's 11th birthday here and it was great. Try to get a groupon for this, it really helps.",1,20,+1 916-676-4747,Elk Grove,"3443 Laguna Blvd Ste 115 , Elk Grove , CA 95758-7516",https://www.tripadvisor.com/Attraction_Review-g32349-d3164625-Reviews-SURF_XTREME-Elk_Grove_California.html,elk_grove.json,elk grove,6,-121.3716177,38.4087993,9,100
"_SXNkuahLAs,ZnEDDfl0Sv4",The Gun Room,,"I decided to give them a try for a private party transfer. The guy just decided he was too busy to care, or to help myself and the other person. When he did decide to notice he... read more",12,2,(916) 714 - (4867),Elk Grove,"9221 Survey Rd , Elk Grove , CA 95624-9756",https://www.tripadvisor.com/Attraction_Review-g32349-d7598485-Reviews-The_Gun_Room-Elk_Grove_California.html,elk_grove.json,elk grove,6,-121.3716177,38.4087993,9,100
"Q_OE6tm_Il8,UjKJ61HF8dI,xT2A-qMLCw4",Exit Strategy Games,"ニ_ニ_ニ_ So much fun!! ニ_ニ_ニ_ Reviewed April 1, 2016 via mobile We had a blast here! It's one of those really cool escape rooms. You get an hour to escape a serial killer. The staff was friendly. We had lockers to put our stuff in. The puzzles were fun. It had a creepy vibe but really was not that bad. You should try it. Helpful? 1 Thank ShielaS42 Report",,5,2,,Elk Grove,,https://www.tripadvisor.com/Attraction_Review-g32349-d10112483-Reviews-Exit_Strategy_Games-Elk_Grove_California.html,elk_grove.json,elk grove,6,-121.3716177,38.4087993,9,100
"yoIHPIMljC4,fTDXZ23dd54,Wpatis9Qo14",Encinitas Library,,Encinitas is justly proud of its wonderful library. The architecture is well suited to its location up on a hill with beautiful view of the Pacific Ocean. The collection is... read more,8,17,(760) 753-7376,Encinitas,"540 Cornish Dr , Encinitas , CA 92024-4511",https://www.tripadvisor.com/Attraction_Review-g32355-d8603350-Reviews-Encinitas_Library-Encinitas_California.html,encinitas.json,encinitas,31,-117.2919817,33.0369867,122,100
"SVVoGSnPoM0,3C0OjueEaVQ,INzOrhGc3a0",Moonlight Beach State Park,,We stumbled upon this park. It was crowded but we were able to find parking in the parking lot on the bluff. It has a ramp from the lot the beach. It has white sand. Has a small... read more,10,12,,Encinitas,"4th and B St , Encinitas , CA 92024",https://www.tripadvisor.com/Attraction_Review-g32355-d10664759-Reviews-Moonlight_Beach_State_Park-Encinitas_California.html,encinitas.json,encinitas,31,-117.2919817,33.0369867,122,100
"kTosoTEKVaw,cCu4msio5FE,HJ34PvxNk9k",Cal Pacific Orchid Farm,,I went to Cal Pacific on recommendation to find a gift for someone. I was amazed at the selection of orchids and arrangements for sale. The presentations were wonderful and it... read more,14,6,760-436-0317,Encinitas,"1122 Orpheus Ave , Encinitas , CA 92024-1756",https://www.tripadvisor.com/Attraction_Review-g32355-d7166086-Reviews-Cal_Pacific_Orchid_Farm-Encinitas_California.html,encinitas.json,encinitas,31,-117.2919817,33.0369867,122,100
"EvPd116o6c4,SVVoGSnPoM0,sH5SKn7D3ww",Moonlight Beach,"Beaches , Outdoor Activities , Nature & Parks",Beautiful area. Interesting houses near by that should be seen. Try local places to eat which are not typical so are unique to beach scene California. Forget the fast food joints... read more,2,445,7606332740,Encinitas,"Encinitas , CA 92024",https://www.tripadvisor.com/Attraction_Review-g32355-d1184881-Reviews-Moonlight_Beach-Encinitas_California.html,encinitas.json,encinitas,31,-117.2919817,33.0369867,122,100
"9r4p-c8iX3U,tL1qRCBsHFQ,9G0Gf0ECqFo",San Diego Botanic Garden,"Gardens , Nature & Parks",The SD Botanical Garden has a wonderful set of gardens including two separate children's gardens. This is a great place to spend some outdoor time with the whole family. You can... read more,3,361,+1 760-436-3036,Encinitas,"230 Quail Gardens Dr , Encinitas , CA 92024-2707",https://www.tripadvisor.com/Attraction_Review-g32355-d610405-Reviews-San_Diego_Botanic_Garden-Encinitas_California.html,encinitas.json,encinitas,31,-117.2919817,33.0369867,122,100
"-qjv7sT7bT8,qqGpaOf4CG0,4Trpxn0U5NM",San Dieguito Heritage Museum,,"We went to the botanic garden and stopped here as it's right next door. Had a lovely tour and learned a few things. They are still building the museum, but what they have - while... read more",15,8,+1 760-632-9711,Encinitas,"450 Quail Gardens Dr , Encinitas , CA 92024-2711",https://www.tripadvisor.com/Attraction_Review-g32355-d267764-Reviews-San_Dieguito_Heritage_Museum-Encinitas_California.html,encinitas.json,encinitas,31,-117.2919817,33.0369867,122,100
"gUQNvM_LJno,9blf96rHIqQ,Dp0hjj0Z3ng",Self Realization Fellowship Hermitage & Meditation Gardens,"Gardens , Nature & Parks","A beautiful, peaceful place off the beaten path in San Diego County, The Self Realization Gardens is a 'must visit' place when you are on the coast. Beautifully manicured with... read more",1,345,+1 760-753-2888,Encinitas,"215 W K St , Encinitas , CA 92024-5040",https://www.tripadvisor.com/Attraction_Review-g32355-d3140483-Reviews-Self_Realization_Fellowship_Hermitage_Meditation_Gardens-Encinitas_California.html,encinitas.json,encinitas,31,-117.2919817,33.0369867,122,100
"5DZ7eOHvJZM,txo6LwqIKe0,9nytHQMsMu4",Swami's Beach,"Beaches , Outdoor Activities , Nature & Parks",Visit one time just for surf and it was a very good day. Plenty waves and water not so cold. Really beautiful beach by the way.,4,153,,Encinitas,"South Coast Hwy. 101 , Encinitas , CA",https://www.tripadvisor.com/Attraction_Review-g32355-d255657-Reviews-Swami_s_Beach-Encinitas_California.html,encinitas.json,encinitas,31,-117.2919817,33.0369867,122,100
"r3tSUPww310,5q_UxJXPdkQ",Creative Water Gardens,,"We had an old fountain in our yard that needed replacing. We had heard this was the place to go, and it is! They have a great selection, and even more to choose from if you wish... read more",2,3,+(1)2098388650,Escalon,"19777 McHenry Ave , Escalon , CA 95320-9613",https://www.tripadvisor.com/Attraction_Review-g32357-d6892604-Reviews-Creative_Water_Gardens-Escalon_California.html,escalon.json,escalon,1,-121.006422,37.7544565,1,100
"msPwyBtUolA,bxPoSRS_-yM,kcH_bN_gXuk",Lavender Hollow Farm,,Lots of fun lavender items to purchase. Tea is held in a beautiful house with delicious lavender scones. Such a pretty place. A must see...,1,7,+1 209-838-2453,Escalon,"22244 McBride Rd , Escalon , CA 95320-9637",https://www.tripadvisor.com/Attraction_Review-g32357-d3244632-Reviews-Lavender_Hollow_Farm-Escalon_California.html,escalon.json,escalon,1,-121.006422,37.7544565,1,100
"I_fGc1u5XLM,LpbuNessLgw,CM8u8IYvpcg",Queen Califia's Magical Circle,"Monuments & Statues , Sights & Landmarks","Never would have guessed that this place could be so interesting. Once you learn a little about the history of this place and the lady who made it happen, the place becomes very... read more",7,118,17608394000,Escondido,"Kit Carson Park , Escondido , CA",https://www.tripadvisor.com/Attraction_Review-g32358-d1590663-Reviews-Queen_Califia_s_Magical_Circle-Escondido_California.html,escondido.json,escondido,21,-117.0814848,33.1216751,50,100
"mLvpULot17A,y6tS3NTMbJ4",San Diego Children's Discovery Museum,"Children's Museums , Museums","Not enough handicap parking for those that need it, only 2. no reciprocal agreements with other children's museums in the greater areas.No discounted admission fares for... read more",9,52,+1 760-233-7755,Escondido,"320 N Broadway , Escondido , CA 92025-2716",https://www.tripadvisor.com/Attraction_Review-g32358-d1088719-Reviews-San_Diego_Children_s_Discovery_Museum-Escondido_California.html,escondido.json,escondido,21,-117.0814848,33.1216751,50,100
"A0UbNK_KJZU,DEnpvx5nq5o,VUfGzLYuFU8",Grape Day Park,,"Lot's of Escondido's homeless population hang out here during the day, so I wouldn't feel so good about taking children here, actually. When there is a special event going on at... read more",22,36,,Escondido,"321 N Broadway , Escondido , CA 92025-2704",https://www.tripadvisor.com/Attraction_Review-g32358-d3309687-Reviews-Grape_Day_Park-Escondido_California.html,escondido.json,escondido,21,-117.0814848,33.1216751,50,100
"xT8mFx39e1I,CK4bd1vTHP4,EB7WqguSeyI",Cordiano Winery,"Wineries & Vineyards , Food & Drink",Have been here many times for celebrations with family and friends and the experience is always worthwhile. Service always great. Views are spectacular and going at sunset is... read more,4,119,+1 760-469-9463,Escondido,"15732 Highland Valley Rd , Escondido , CA 92025-3535",https://www.tripadvisor.com/Attraction_Review-g32358-d2302995-Reviews-Cordiano_Winery-Escondido_California.html,escondido.json,escondido,21,-117.0814848,33.1216751,50,100
