mention_name,mention_type,mention_popularity,mention_address,no_of_blogFiles,mention_found_in_blogFiles
soquel ave.,primary,1,"Soquel Avenue, Soquel Avenue Commercial Corridor, Eastside, Santa Cruz, Santa Cruz County, California, 95062, United States of America",1,san jose_and_santa cruz.json
metro red,commercial,1,"RED Studios Hollywood, Hollywood, LA, Los Angeles County, California, 90038, United States of America",13,"beverly hills_and_pismo beach.json,carlsbad_and_santa barbara.json,huntington beach_and_san bernardino.json,huntington beach_and_santa clarita.json,monterey_and_san diego.json,newport beach_and_santa barbara.json,pismo beach_and_san bernardino.json,pismo beach_and_santa clarita.json,san bernardino_and_santa barbara.json,san bernardino_and_santa clarita.json,san bernardino_and_santa monica.json,san luis obispo_and_santa clarita.json,santa barbara_and_santa clarita.json"
napa city,residential,1,"Napa Street, Panorama City, Sepulveda, LA, Los Angeles County, California, 91402, United States of America",2,"napa_and_riverside.json,napa_and_santa clarita.json"
california streets,attraction,1,"California and Powell streets, California Street, Chinatown, SF, California, 94121, United States of America",1,mammoth lakes_and_santa clarita.json
savannah river,administrative,1,"Savannah, Harveston, Temecula, Riverside County, California, United States of America",1,beverly hills_and_big bear lake.json
lake san antonio,water,1,"Lake San Antonio, Lynch Road, Pleyto, Monterey County, California, 93426, United States of America",4,"bakersfield_and_san bernardino.json,bakersfield_and_fremont.json,bakersfield_and_san diego.json,sacramento_and_san bernardino.json"
san ysidro ranch,residential,1,"San Ysidro Street, Victorville, San Bernardino County, California, 92392, United States of America",2,"monterey_and_santa barbara.json,napa_and_santa barbara.json"
estes park,residential,1,"Estes Park Court, California Oaks, Wildomar, Riverside County, California, 92564, United States of America",3,"newport beach_and_santa barbara.json,newport beach_and_stockton.json,pasadena_and_stockton.json"
oso flaco lake,water,2,"Oso Flaco Lake, Oso Flaco Lake Road, Callender, San Luis Obispo County, California, United States of America",20,"anaheim_and_san luis obispo.json,anaheim_and_santa barbara.json,bakersfield_and_san luis obispo.json,berkeley_and_san luis obispo.json,beverly hills_and_san luis obispo.json,fremont_and_san luis obispo.json,fresno_and_san luis obispo.json,irvine_and_san luis obispo.json,long beach_and_pismo beach.json,long beach_and_san luis obispo.json,malibu_and_santa barbara.json,monterey_and_san luis obispo.json,oakland_and_san luis obispo.json,pismo beach_and_san jose.json,pismo beach_and_san luis obispo.json,riverside_and_san luis obispo.json,sacramento_and_san luis obispo.json,san jose_and_san luis obispo.json,oakland_and_pismo beach.json,san luis obispo_and_stockton.json"
golden west,residential,2,"Golden West, Kerman, Fresno County, California, 93630, United States of America",2,"san francisco_and_santa clarita.json,san jose_and_santa clarita.json"
indian wells valley,town,1,"Indian Wells, Riverside County, California, United States of America",5,"mammoth lakes_and_pasadena.json,mammoth lakes_and_riverside.json,mammoth lakes_and_san bernardino.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_temecula.json"
estonia,residential,1,"Estonia Court, Almaden, San José, Santa Clara County, California, 95123, United States of America",1,mammoth lakes_and_san jose.json
south orange county,yes,8,"S, Bellecour Way, Bellecour Way Apartments, Foothill Ranch, Lake Forest, Orange County, California, 92630, United States of America",68,"anaheim_and_irvine.json,anaheim_and_malibu.json,anaheim_and_riverside.json,avalon_and_long beach.json,avalon_and_los angeles.json,bakersfield_and_newport beach.json,bakersfield_and_santa monica.json,beverly hills_and_huntington beach.json,beverly hills_and_newport beach.json,beverly hills_and_san bernardino.json,big bear lake_and_irvine.json,big bear lake_and_santa ana.json,carlsbad_and_huntington beach.json,carlsbad_and_irvine.json,carlsbad_and_long beach.json,carlsbad_and_malibu.json,carlsbad_and_newport beach.json,carlsbad_and_san jose.json,carlsbad_and_santa monica.json,fremont_and_newport beach.json,fresno_and_santa ana.json,huntington beach_and_irvine.json,huntington beach_and_los angeles.json,huntington beach_and_monterey.json,huntington beach_and_oakland.json,huntington beach_and_sacramento.json,huntington beach_and_san bernardino.json,huntington beach_and_san diego.json,huntington beach_and_san francisco.json,huntington beach_and_santa clarita.json,huntington beach_and_santa monica.json,huntington beach_and_temecula.json,irvine_and_long beach.json,irvine_and_los angeles.json,irvine_and_sacramento.json,irvine_and_santa cruz.json,irvine_and_santa monica.json,carlsbad_and_los angeles.json,huntington beach_and_malibu.json,huntington beach_and_san jose.json,irvine_and_temecula.json,long beach_and_riverside.json,long beach_and_san diego.json,los angeles_and_san diego.json,los angeles_and_san francisco.json,los angeles_and_temecula.json,malibu_and_newport beach.json,malibu_and_san diego.json,malibu_and_san francisco.json,malibu_and_santa ana.json,los angeles_and_newport beach.json,monterey_and_newport beach.json,newport beach_and_oakland.json,newport beach_and_sacramento.json,newport beach_and_san diego.json,newport beach_and_san francisco.json,newport beach_and_san jose.json,newport beach_and_santa monica.json,newport beach_and_temecula.json,oakland_and_riverside.json,oakland_and_santa ana.json,pasadena_and_san diego.json,sacramento_and_santa monica.json,san diego_and_santa monica.json,san francisco_and_santa monica.json,san francisco_and_temecula.json,riverside_and_santa ana.json,santa monica_and_temecula.json"
arrowhead,hamlet,11,"Arrowhead, San Bernardino County, California, United States of America",10,"anaheim_and_san bernardino.json,avalon_and_big bear lake.json,avalon_and_malibu.json,big bear lake_and_irvine.json,big bear lake_and_long beach.json,big bear lake_and_san diego.json,big bear lake_and_santa ana.json,big bear lake_and_temecula.json,fresno_and_san bernardino.json,big bear lake_and_san bernardino.json"
round meadows,restaurant,1,"Round Table Pizza, Post Street, El Dorado Hills Town Center, Springfield Meadows, El Dorado County, California, 95762, United States of America",1,fresno_and_irvine.json
woodacre,administrative,1,"Woodacre, Crescent Court, Woodacre, Marin County, California, 94973, United States of America",1,newport beach_and_sausalito.json
phillips park,hamlet,1,"Phillips, El Dorado County, California, United States of America",1,pasadena_and_sacramento.json
fun zone,theme_park,5,"Balboa Fun Zone, Palm Street, Balboa Island, Newport Beach, Orange County, California, 92661, United States of America",7,"bakersfield_and_newport beach.json,beverly hills_and_newport beach.json,long beach_and_newport beach.json,los angeles_and_newport beach.json,newport beach_and_pasadena.json,newport beach_and_san francisco.json,newport beach_and_sausalito.json"
fiesta hermosa,residential,1,"Avenida Fiesta, Pacific Beach, San Diego, San Diego County, California, 92037, United States of America",9,"beverly hills_and_fresno.json,beverly hills_and_sacramento.json,beverly hills_and_temecula.json,fresno_and_long beach.json,fresno_and_santa ana.json,newport beach_and_oakland.json,newport beach_and_san jose.json,sacramento_and_santa ana.json,santa monica_and_temecula.json"
olive garden,restaurant,1,"Olive Garden, Fallbrook Avenue, Woodland Hills, LA, Los Angeles County, California, 91304, United States of America",1,huntington beach_and_san jose.json
lakehouse,residential,1,"Lakehouse Avenue, Little Italy, Buena Vista, San José, Santa Clara County, California, 95110, United States of America",1,los angeles_and_napa.json
whiskeytown,hamlet,1,"Whiskeytown, Shasta County, California, United States of America",12,"berkeley_and_malibu.json,berkeley_and_riverside.json,berkeley_and_san diego.json,berkeley_and_santa barbara.json,berkeley_and_carlsbad.json,carlsbad_and_oakland.json,malibu_and_oakland.json,malibu_and_san francisco.json,napa_and_santa barbara.json,oakland_and_riverside.json,oakland_and_san diego.json,oakland_and_santa barbara.json"
soda lake,water,2,"Soda Lake, Soda Lake Road, San Luis Obispo County, California, United States of America",51,"avalon_and_monterey.json,avalon_and_san jose.json,avalon_and_san luis obispo.json,big bear lake_and_san luis obispo.json,fremont_and_huntington beach.json,fremont_and_newport beach.json,fremont_and_pismo beach.json,fremont_and_san luis obispo.json,fremont_and_santa monica.json,fresno_and_pismo beach.json,huntington beach_and_monterey.json,huntington beach_and_napa.json,huntington beach_and_oakland.json,huntington beach_and_san francisco.json,huntington beach_and_san luis obispo.json,huntington beach_and_stockton.json,irvine_and_pismo beach.json,huntington beach_and_san jose.json,monterey_and_pismo beach.json,monterey_and_san diego.json,monterey_and_san luis obispo.json,napa_and_newport beach.json,napa_and_pismo beach.json,napa_and_santa monica.json,monterey_and_newport beach.json,monterey_and_santa monica.json,newport beach_and_oakland.json,newport beach_and_san francisco.json,newport beach_and_san jose.json,newport beach_and_san luis obispo.json,newport beach_and_stockton.json,pasadena_and_pismo beach.json,pismo beach_and_san bernardino.json,pismo beach_and_san diego.json,pismo beach_and_san jose.json,pismo beach_and_santa clarita.json,pismo beach_and_santa monica.json,pismo beach_and_stockton.json,san diego_and_san jose.json,san diego_and_san luis obispo.json,san diego_and_santa monica.json,san diego_and_sausalito.json,san francisco_and_temecula.json,san jose_and_san luis obispo.json,newport beach_and_pismo beach.json,oakland_and_pismo beach.json,san jose_and_santa monica.json,san luis obispo_and_santa clarita.json,san luis obispo_and_santa monica.json,san luis obispo_and_stockton.json,santa monica_and_stockton.json"
napa river trail,cycleway,2,"Napa River Trail, Napa, Napa County, California, 94559, United States of America",3,"mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json"
lincoln blvd.,primary,1,"Lincoln Boulevard, Westchester, Playa Vista, LA, Los Angeles County, California, 90293, United States of America",6,"berkeley_and_malibu.json,berkeley_and_santa monica.json,long beach_and_santa monica.json,los angeles_and_santa monica.json,malibu_and_pasadena.json,malibu_and_santa monica.json"
artesia freeway,motorway,5,"Artesia Freeway, West Anaheim, Anaheim, Orange County, California, 90621, United States of America",16,"anaheim_and_irvine.json,anaheim_and_oakland.json,anaheim_and_riverside.json,bakersfield_and_newport beach.json,fremont_and_newport beach.json,fresno_and_santa ana.json,huntington beach_and_oakland.json,huntington beach_and_santa clarita.json,irvine_and_long beach.json,long beach_and_riverside.json,long beach_and_santa ana.json,long beach_and_santa clarita.json,newport beach_and_oakland.json,oakland_and_riverside.json,oakland_and_santa ana.json,riverside_and_santa ana.json"
menominee river,residential,1,"Menominee Court, Moreno Valley, Riverside County, California, 92553, United States of America",1,big bear lake_and_long beach.json
dume state beach,nature_reserve,1,"Point Dume State Beach, Point Dume Path: Please stay on trail!, Malibu, Los Angeles County, California, United States of America",1,los angeles_and_malibu.json
himalayan,residential,1,"Himalayan Court, Mint Canyon, Canyon Country, Santa Clarita, Los Angeles County, California, 91351, United States of America",3,"beverly hills_and_big bear lake.json,big bear lake_and_sacramento.json,big bear lake_and_stockton.json"
point arena,city,3,"Point Arena, Mendocino County, California, United States of America",9,"avalon_and_oakland.json,long beach_and_san francisco.json,mammoth lakes_and_sacramento.json,mammoth lakes_and_san diego.json,mammoth lakes_and_san jose.json,mammoth lakes_and_santa cruz.json,oakland_and_san diego.json,san diego_and_sausalito.json,newport beach_and_sausalito.json"
chinatown,neighbourhood,57,"Chinatown, Oakland, Alameda County, California, ca, United States of America",152,"anaheim_and_fresno.json,anaheim_and_mammoth lakes.json,anaheim_and_monterey.json,anaheim_and_oakland.json,anaheim_and_sacramento.json,anaheim_and_santa cruz.json,anaheim_and_sausalito.json,anaheim_and_stockton.json,avalon_and_mammoth lakes.json,avalon_and_monterey.json,avalon_and_napa.json,avalon_and_oakland.json,avalon_and_san jose.json,berkeley_and_long beach.json,avalon_and_santa cruz.json,avalon_and_sausalito.json,bakersfield_and_napa.json,bakersfield_and_sacramento.json,bakersfield_and_santa cruz.json,bakersfield_and_sausalito.json,bakersfield_and_stockton.json,berkeley_and_los angeles.json,berkeley_and_oakland.json,berkeley_and_san francisco.json,berkeley_and_santa ana.json,berkeley_and_santa cruz.json,berkeley_and_sausalito.json,berkeley_and_fremont.json,beverly hills_and_fresno.json,beverly hills_and_mammoth lakes.json,beverly hills_and_monterey.json,beverly hills_and_napa.json,beverly hills_and_oakland.json,beverly hills_and_sacramento.json,beverly hills_and_san francisco.json,beverly hills_and_san jose.json,beverly hills_and_santa cruz.json,big bear lake_and_oakland.json,big bear lake_and_santa cruz.json,carlsbad_and_napa.json,carlsbad_and_oakland.json,fremont_and_fresno.json,fremont_and_long beach.json,fremont_and_los angeles.json,fremont_and_monterey.json,fremont_and_napa.json,fremont_and_oakland.json,fremont_and_sacramento.json,fremont_and_santa barbara.json,fremont_and_sausalito.json,fremont_and_stockton.json,fresno_and_long beach.json,fresno_and_los angeles.json,fresno_and_monterey.json,fresno_and_napa.json,fresno_and_oakland.json,fresno_and_sacramento.json,fresno_and_san bernardino.json,fresno_and_san francisco.json,fresno_and_santa ana.json,fresno_and_santa barbara.json,fresno_and_santa cruz.json,fresno_and_stockton.json,huntington beach_and_monterey.json,huntington beach_and_san francisco.json,huntington beach_and_sausalito.json,irvine_and_monterey.json,irvine_and_napa.json,irvine_and_oakland.json,irvine_and_sausalito.json,long beach_and_oakland.json,long beach_and_san francisco.json,long beach_and_santa cruz.json,los angeles_and_mammoth lakes.json,los angeles_and_napa.json,los angeles_and_oakland.json,los angeles_and_sacramento.json,los angeles_and_sausalito.json,los angeles_and_stockton.json,malibu_and_oakland.json,malibu_and_sausalito.json,mammoth lakes_and_oakland.json,mammoth lakes_and_pasadena.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa clarita.json,monterey_and_san diego.json,monterey_and_santa barbara.json,monterey_and_temecula.json,napa_and_newport beach.json,napa_and_pismo beach.json,napa_and_riverside.json,napa_and_san bernardino.json,napa_and_san diego.json,napa_and_san francisco.json,napa_and_san jose.json,napa_and_san luis obispo.json,napa_and_santa ana.json,napa_and_santa barbara.json,napa_and_santa clarita.json,napa_and_santa cruz.json,napa_and_santa monica.json,mammoth lakes_and_sausalito.json,monterey_and_newport beach.json,newport beach_and_oakland.json,newport beach_and_san francisco.json,newport beach_and_san jose.json,newport beach_and_santa cruz.json,oakland_and_pasadena.json,oakland_and_sacramento.json,oakland_and_san bernardino.json,oakland_and_san diego.json,oakland_and_san francisco.json,oakland_and_san jose.json,oakland_and_santa barbara.json,oakland_and_santa cruz.json,oakland_and_santa monica.json,oakland_and_sausalito.json,oakland_and_stockton.json,pasadena_and_santa cruz.json,pasadena_and_sausalito.json,riverside_and_sausalito.json,sacramento_and_santa ana.json,sacramento_and_santa barbara.json,sacramento_and_santa clarita.json,sacramento_and_santa cruz.json,sacramento_and_santa monica.json,san bernardino_and_sausalito.json,san diego_and_san luis obispo.json,san diego_and_santa cruz.json,san diego_and_sausalito.json,san francisco_and_santa ana.json,san francisco_and_santa barbara.json,san francisco_and_santa cruz.json,san francisco_and_santa monica.json,san francisco_and_stockton.json,san francisco_and_temecula.json,san jose_and_san luis obispo.json,sacramento_and_san diego.json,oakland_and_temecula.json,sacramento_and_san francisco.json,san jose_and_sausalito.json,san jose_and_stockton.json,san luis obispo_and_santa cruz.json,san luis obispo_and_temecula.json,santa ana_and_santa cruz.json,santa ana_and_stockton.json,santa barbara_and_santa cruz.json,santa barbara_and_sausalito.json,santa barbara_and_stockton.json,santa cruz_and_santa monica.json,santa monica_and_sausalito.json,sausalito_and_stockton.json"
