attraction_name,attraction_knownFor,attraction_reviewComment,attraction_ranking,attraction_no_of_reviews,attraction_contact,attraction_in,attraction_address,attraction_url,attraction_in_file,youTubeLinkIds
Baylands Park,,Came here for an official team picnic. The park is a good one for team gatherings. The view is great and one can take a long walk enjoying the view. The location is great and... read more,3,29,+1 408-730-7335,Sunnyvale,"550 E Remington Dr , Sunnyvale , CA 94087-2652",https://www.tripadvisor.com/Attraction_Review-g33146-d3596803-Reviews-Baylands_Park-Sunnyvale_California.html,sunnyvale.json,"6UoMloy6BOs,8bm3ZDCSwaw,TpYDmaI3J6g"
Ulistac Natural Area,,This is an interesting place where running and biking is a very good experience. Love to bike around with my family.,8,21,+1 408-615-2260,Santa Clara,"4901 Lick Mill Blvd , Santa Clara , CA 95054",https://www.tripadvisor.com/Attraction_Review-g33046-d4589165-Reviews-Ulistac_Natural_Area-Santa_Clara_California.html,santa_clara.json,"Kf-2jBloAHo,onYsA2lK-zQ"
San Jose Institute of Contemporary Art,,We had some time to kill after an event and before another so we stopped by and went through the museum. This was not our first trip by any means and we always enjoy the exhibits... read more,54,7,+1 408-283-8155,San Jose,"560 S 1st St , San Jose , CA 95113-2806",https://www.tripadvisor.com/Attraction_Review-g33020-d157007-Reviews-San_Jose_Institute_of_Contemporary_Art-San_Jose_California.html,san_jose.json,"XnUbBDihfMw,jL9ahwDNS5Y,0HYrpC3V-j4"
San Pedro Square Market,,We went here for a private event where they had almost all the restaurants open for us for free. I had the opportunity to sample taste most of the food and let me tell you that... read more,17,91,,San Jose,"87 N San Pedro St , San Jose , CA 95110-2495",https://www.tripadvisor.com/Attraction_Review-g33020-d2694302-Reviews-San_Pedro_Square_Market-San_Jose_California.html,san_jose.json,"5JOH34u6qds,zjqsWA4BZBg,nFZdGI-0ihg"
California Theatre,"Theaters , Concerts & Shows","Great hall, even in the balcony the sound is still great. the entrance is very clear and the reception area is very comfortable.",15,70,+1 408-792-4111,San Jose,"345 S 1st St , San Jose , CA 95113-2804",https://www.tripadvisor.com/Attraction_Review-g33020-d2578402-Reviews-California_Theatre-San_Jose_California.html,san_jose.json,"O3mvk98GYYM,X954xjS-kgM,EhJ1xAcPpww"
The Lace Museum,,We went to the Lace Museum in Sunnyvale. It was very interesting with many different lace things to see. There is also an instructional video which was quite interesting. The... read more,6,10,+1 408-730-4695,Sunnyvale,"552 S Murphy Ave , Sunnyvale , CA 94086-6116",https://www.tripadvisor.com/Attraction_Review-g33146-d267367-Reviews-The_Lace_Museum-Sunnyvale_California.html,sunnyvale.json,"sNzKlKAbLlU,TICGmVqfEtg,8sMglTb8WBg"
Candlestick Park,,As a San Francisco 49ers fan in Australia I always wanted to visit the concrete behemoth that was Candlestick Park... I visited a few years ago during the 49ers final season there... read more,175,130,+1 408-562-4949,San Francisco,"San Francisco , CA 95127",https://www.tripadvisor.com/Attraction_Review-g60713-d2272999-Reviews-Candlestick_Park-San_Francisco_California.html,san_francisco.json,"hSfW_LeDQEk,1DtMpYg6nbY,OrTB0N6cZpA"
San Jose Museum of Quilts & Textiles,,"Ever two months or so the exhibit changes, they also participate in First Fridays where galleries are open late. On most First Fridays there is a small live group performing... read more",27,57,+1 408-971-0323,San Jose,"520 S. First Street , San Jose , CA 95113",https://www.tripadvisor.com/Attraction_Review-g33020-d156747-Reviews-San_Jose_Museum_of_Quilts_Textiles-San_Jose_California.html,san_jose.json,"bJBCup3zRtk,iRkP4-S1hU8,yiCfNfdLDfg"
New Almaden Mercury Mining Museum,,The New Almaden Mercury Mining Museaum provides a good local history and facts about mercury mining. There are very good displays of artifacts and a tour of an old victorian home... read more,26,26,+1 408-268-1729,San Jose,"21570 Almaden Rd , San Jose , CA 95120-4310",https://www.tripadvisor.com/Attraction_Review-g33020-d156813-Reviews-New_Almaden_Mercury_Mining_Museum-San_Jose_California.html,san_jose.json,"j4fR-PnrTI0,7pDl3lcqGCo,2-JBIJCOlYk"
Japanese American Resource Center/Museum,,"I visited here with my teen daughter. We both thoroughly enjoyed it. For such a small space they cover so much, and though we knew some of the history, we both learned a lot we... read more",29,22,+1 408-294-3138,San Jose,"535 N 5th St , San Jose , CA 95112-3233",https://www.tripadvisor.com/Attraction_Review-g33020-d561278-Reviews-Japanese_American_Resource_Center_Museum-San_Jose_California.html,san_jose.json,"k6gSShuQCUE,3O7gEYMOSm8"
Our Lady of Peace Church,,"Visited this church which has a Holy Door for Year of Mercy. Awesome church and amazing sculpture,her eyes have pupils of stone as well. Nice to see it from the freeway but even... read more",6,37,+1 408-988-4585,Santa Clara,"2800 Mission College Blvd , Santa Clara , CA 95054-1898",https://www.tripadvisor.com/Attraction_Review-g33046-d3172856-Reviews-Our_Lady_of_Peace_Church-Santa_Clara_California.html,santa_clara.json,"fYEjL62UjZ4,qrcfPdTRu0M"
111 Minna Gallery,,Travelled from the East Bay to visit the SFMOMA but needed a coffee before we settled into the he serious business of looking at modern art. What a surprise we had a foretaste of... read more,286,6,+1 415-974-1719,San Francisco,"111 Minna St , San Francisco , CA 94105-3701",https://www.tripadvisor.com/Attraction_Review-g60713-d561137-Reviews-111_Minna_Gallery-San_Francisco_California.html,san_francisco.json,"zPQugk6onkk,0o46e0JDIwI,lEzsJINEY94"
Alviso Marina County Park,,Looks big. The marhlands and water body that essentially has saline water. One can see job of hike along the bank. Beautiful and clean,1,13,+1 408-262-6980,Alviso,"Mill Street , Alviso , CA",https://www.tripadvisor.com/Attraction_Review-g29088-d3469361-Reviews-Alviso_Marina_County_Park-Alviso_California.html,alviso.json,"H7UpGHWXC04,OmtibkZ_8ps,1KbOZOc3rAY"
Heritage Rose Garden,"Gardens , Nature & Parks","This is a great project that was begun decades ago after thecity cleared houses from below the flight path of SJ Intl airport, the vacant lots were an eyesore until this park was... read more",20,68,+1 408-298-7657,San Jose,"Taylor and Spring Sts. , San Jose , CA",https://www.tripadvisor.com/Attraction_Review-g33020-d519652-Reviews-Heritage_Rose_Garden-San_Jose_California.html,san_jose.json,"nmX_7NKlMkE,bMfe0xbMhtA,d9pMdxwfakw"
Japantown (San Jose),,"Looking for some yummy Shabu Shabu? Pokey Sticks? A nice tea set or fancy chopsticks? Japantown in San Jose can provide. There's a great little grocery store, several good... read more",23,82,4082943138,San Jose,"Jackson Street , Between 1st and 7th Streets , San Jose , CA",https://www.tripadvisor.com/Attraction_Review-g33020-d289488-Reviews-Japantown_San_Jose-San_Jose_California.html,san_jose.json,"k_We4zcqs3A,tBtxnOj1Ll4,HdxpnXiJCg4"
Santa Teresa County Park,,"If you have time, this is a good place to hang around from the normal routine or work. It's good to get fresh air and enjoy the walking in the nature to get more exercise.",42,8,408-225-0225,San Jose,"260 Bernal Rd , San Jose , CA 95119-1899",https://www.tripadvisor.com/Attraction_Review-g33020-d9770868-Reviews-Santa_Teresa_County_Park-San_Jose_California.html,san_jose.json,"O_zFPOPtEBE,vNaWfakmdKw,yQZ_6Ncx3nY"
Almaden Quicksilver County Park,"Points of Interest & Landmarks , Nature & Parks , Sights & Landmarks",Many trails provide hikers with the opportunity to birdwatch and learn some history relating to mercury minng The trails are empty midweek Be sure to take water,11,112,+1 408-358-3741 ext. 131,San Jose,"At the corner of McAbee Road and Camden Avenue , San Jose , CA 95120",https://www.tripadvisor.com/Attraction_Review-g33020-d146952-Reviews-Almaden_Quicksilver_County_Park-San_Jose_California.html,san_jose.json,"uDQOwTJ1IkU,6-dRc7F4OwY,bjaguP5w0G8"
History Museum of San Jose,,"We enjoyed our visit very much. We got to chat to a volunteer in the street car and machinery space, got a demonstration of old style printing and visited a number of interesting... read more",33,22,+1 408-287-2290,San Jose,"1650 Senter Rd , Kelley Park , San Jose , CA 95112-2599",https://www.tripadvisor.com/Attraction_Review-g33020-d127916-Reviews-History_Museum_of_San_Jose-San_Jose_California.html,san_jose.json,"3o8iRFTuhJU,9dEcfDmgP7E,10B3jAyt8S4"
ZK Gallery,,"Great art, great place, great location, very nice people!! YOU MUST VISIT THERE WHILE YOU ARE IN SAN FRANCISCO!",328,4,415 632-1036,San Francisco,"213 Jefferson Street , San Francisco , CA 94133",https://www.tripadvisor.com/Attraction_Review-g60713-d7708858-Reviews-ZK_Gallery-San_Francisco_California.html,san_francisco.json,"wgseWyumUPw,cs8uVN0lpB0,w_fcaPrSFkc"
Maison Bleu Maxime Le Forestier,,"It is a Blue House... It is the beginning of Maxime Leforestier, french song, which has a successful singer. We went into this little street to take pictures of this House... read more",234,20,,San Francisco,"3841 18th St , San Francisco , CA 94114-2615",https://www.tripadvisor.com/Attraction_Review-g60713-d7236989-Reviews-Maison_Bleu_Maxime_Le_Forestier-San_Francisco_California.html,san_francisco.json,"ZP70mgXK7xc,q61cFrsB9Gw,tDtXXlD98kw"
Pop Up Park,,"Do you have kids who need some time to be a kid, not just following after the adults? In the middle of charming Morgan Hill is a small Pop Up park for kids & their lucky parents.",12,5,,Morgan Hill,"Monterey Avenue , Downtown Morgan hill , Morgan Hill , CA 95037",https://www.tripadvisor.com/Attraction_Review-g32744-d10597842-Reviews-Pop_Up_Park-Morgan_Hill_California.html,morgan_hill.json,"9hqfipwrIro,CVj5SbUuFZw,3vgtgl74pOs"
Oakridge Mall,,"Went their to visit Apple Store, this mall has a big apple store. It's not a big mall but can fulfil all need of yours. This mall has wide variety of food shops.",35,20,+1 408-227-6660,San Jose,"Blossom Hill at Santa Teresa Blvd. , South San Jose, off Highway 85 , San Jose , CA",https://www.tripadvisor.com/Attraction_Review-g33020-d156814-Reviews-Oakridge_Mall-San_Jose_California.html,san_jose.json,"Fu9cY1tsdfA,_vBXOgbhLqs,rPm5o8yzqwE"
Alum Rock Park,Nature & Parks,If you've never been to Alum Rock Park -- DO IT! Even if you're a Santa Cruz Mountain snob -- these hills and trails (while a bit drier and different vegetation) will not... read more,14,98,+1 408-259-5477,San Jose,"16240 Alum Rock Ave , San Jose , CA 95127-1307",https://www.tripadvisor.com/Attraction_Review-g33020-d561235-Reviews-Alum_Rock_Park-San_Jose_California.html,san_jose.json,"I5VMhUMYYjg,2Zjhu4wPOXs,HzNipz7JZ60"
"Municipal Stadium, San Jose Giants","Arenas & Stadiums , Sights & Landmarks","love going to games here, see players before they make it to SF Giants, great family fun, and even better when they offer free ticket nites",16,60,+1 408-297-1435,San Jose,"588 E Alma Ave , San Jose , CA 95112-6402",https://www.tripadvisor.com/Attraction_Review-g33020-d4787119-Reviews-Municipal_Stadium_San_Jose_Giants-San_Jose_California.html,san_jose.json,"8HnNEPLTWuA,hE96-_LvyrA"
K1 Speed Santa Clara,,"We've had good experiences when we've visited, however it would be nice for them to add go karts suitable for younger guests. The wait times vary, somedays there is no wait and... read more",10,24,4083380579,Santa Clara,"2925 Mead Ave , Santa Clara , CA 95051-0806",https://www.tripadvisor.com/Attraction_Review-g33046-d2343835-Reviews-K1_Speed_Santa_Clara-Santa_Clara_California.html,santa_clara.json,"F_ETeNd3FzM,07PuoChX6Fs,6iB3Bn4VwuI"
Chloe Gallery,"“ Chloe Gallery - Specializes in Modern and Contemporary Art ” Reviewed July 12, 2016 We enjoyed our visit to Chloe Gallery. The gallery is well run and represents several artists, The gallery specializes in American and International Modern and Contemporary art. Helpful? Thank mini Report",,420,,,San Francisco,,https://www.tripadvisor.com/Attraction_Review-g60713-d7708855-Reviews-Chloe_Gallery-San_Francisco_California.html,san_francisco.json,"NUIpxHDpJAg,fkdBRnuUhw0,zYt7IJ4KQQo"
Dennis Rae Fine Art,,We went to Dennis Rae Fine art in San Francisco. The gallery represents a number of artists. We have also visited their art gallery located in Carmel.,377,2,+1 415-292-0387,San Francisco,"781 Beach St , San Francisco , CA 94109-1254",https://www.tripadvisor.com/Attraction_Review-g60713-d7708915-Reviews-Dennis_Rae_Fine_Art-San_Francisco_California.html,san_francisco.json,"I4Brq_Chf4k,ovD54WUVxbY,ws65kz804cM"
Guglielmo Winery,,While on vacation in Morgan Hill visiting family. My Uncle (who is a member) bought my cousin and I to taste some wine. The wines were explained thoughally and we discovered... read more,2,56,+1 408-779-2145,Morgan Hill,"1480 E Main Ave , Morgan Hill , CA 95037-3299",https://www.tripadvisor.com/Attraction_Review-g32744-d1488912-Reviews-Guglielmo_Winery-Morgan_Hill_California.html,morgan_hill.json,"Nn5eZdjH5fg,zOlVEz84oEE,VXSpAJCvbhk"
California Passport,,Very impressed wit this tour company. This was the first wine tour for many of us. Ana was very detailed in the specifics and kept it very personalized for our party. She made... read more,4,19,+1 408-659-0050,Morgan Hill,"Morgan Hill , CA 95038",https://www.tripadvisor.com/Attraction_Review-g32744-d7142868-Reviews-California_Passport-Morgan_Hill_California.html,morgan_hill.json,"W_E5wEMbYxw,RyuLXeSUCVA,xvJ0qM7W8M8"
Henry W. Coe State Park,,I went up there for the tranchula fest..... Great if you like huge spiders! Also WERC was there with some of their rescued birds. Amazing. They also have guided hikes... read more,3,42,+1 408-779-2728,Morgan Hill,"E. Dunne Ave. , Morgan Hill , CA 95037-6549",https://www.tripadvisor.com/Attraction_Review-g32744-d144668-Reviews-Henry_W_Coe_State_Park-Morgan_Hill_California.html,morgan_hill.json,"29ZXo_Vz8fs,RdvFKjuHuyc,3jdcliQMWZc"
Andy's Orchard,,"This main stay of fruit in ""The Valley of the Hearts Content"" is delightful and highly recommended for the very best fruit to be found.",5,24,+1 408-782-7600,Morgan Hill,"1615 Half Rd , Morgan Hill , CA 95037-2905",https://www.tripadvisor.com/Attraction_Review-g32744-d2226919-Reviews-Andy_s_Orchard-Morgan_Hill_California.html,morgan_hill.json,"t2G6PV8kQf4,AyG3_qKuLVM,B8-KY7nckI0"
Eastridge Shopping Center,,ive been going here for 30 years and just started going again. we love the japanese dollar store. lots of parking and a farmers market on weekends. Fact: there was a time when... read more,41,13,+1 408-238-3600,San Jose,"Tully Road at Capital Expressway , Reid-Hillview Municipal Airport , San Jose , CA",https://www.tripadvisor.com/Attraction_Review-g33020-d156806-Reviews-Eastridge_Shopping_Center-San_Jose_California.html,san_jose.json,"k74yh730iOw,5Ddcd5uVqVA,QEzVU7uMQyU"
Museum of Vision,"“ A Wonderfully Enriching Experience at a little-known museum in Fisherman's Wharf area ” Reviewed January 5, 2016 If you are in the Fisherman's Wharf area of San Francisco, I think this little museum is worth the short visit. For one, it's free admission. But (of course there's always a catch), you have to call first to make an appointment and I did it a few minutes before we arrived at the museum. The museum is actually composed... More Helpful? 1 Thank reyt992 Report",,388,,,San Francisco,,https://www.tripadvisor.com/Attraction_Review-g60713-d9715178-Reviews-Museum_of_Vision-San_Francisco_California.html,san_francisco.json,"RrbS37tVlHk,ijRQ0XcKA4U,z2jV2fVopFE"
Franklin Bowles Gallery,,"We just happened on this gallery and were thrilled to discover Leroy Nieman being exhibited. We had an interesting time in the gallery, chatting with Valerie Versace, the Senior... read more",311,4,415-441-8008,San Francisco,"765/799 Beach St , San Francisco , CA 94123-1467",https://www.tripadvisor.com/Attraction_Review-g60713-d7708909-Reviews-Franklin_Bowles_Gallery-San_Francisco_California.html,san_francisco.json,"Mqdw6dLY3V8,LWA0gjr7Im0"
Wings of History,,staff is friendly. great place to take the family. what more can I say this museum will entertain you for a few hours,2,7,+1 408-683-2290,San Martin,"12777 Murphy Ave , San Martin , CA 95046-9527",https://www.tripadvisor.com/Attraction_Review-g33030-d5027785-Reviews-Wings_of_History-San_Martin_California.html,san_martin.json,"1m4nLhCKzIs,QYaUqVOK75w,wXXctug3q9M"
