City,Attraction,URL,ReviewCount,Address,ContactNo,Review,Rank,Total Attractions,KnownFor
Temecula,Masia de la Vinya Winery,https://www.tripadvisor.com/Attraction_Review-g33165-d1310465-Reviews-Masia_de_la_Vinya_Winery-Temecula_California.html,29,"39788 Camino Arroyo Seco , Temecula , CA 92592-8039",(951) 303-3860,,#36,86,
Temecula,Foot Path Winery,https://www.tripadvisor.com/Attraction_Review-g33165-d1730697-Reviews-Foot_Path_Winery-Temecula_California.html,18,"36650 Glenoaks Rd , aka Foote Print Winery to fans , Temecula , CA 92592-8564",951-265-9951,,#77,86,
Temecula,Lorenzi Estate Vineyards and Winery,https://www.tripadvisor.com/Attraction_Review-g33165-d7113509-Reviews-Lorenzi_Estate_Vineyards_and_Winery-Temecula_California.html,12,"36095 Monte de Oro Rd , Temecula , CA 92592-8123",(951) 506-1300,,#43,86,
Temecula,Churon Winery,https://www.tripadvisor.com/Attraction_Review-g33165-d302729-Reviews-Churon_Winery-Temecula_California.html,25,"33233 Rancho California Rd , Temecula , CA 92591-5107",909-694-9070,,#44,86,
Temecula,Chapin Family Vineyards,https://www.tripadvisor.com/Attraction_Review-g33165-d2482011-Reviews-Chapin_Family_Vineyards-Temecula_California.html,34,"36084 Summitville St , Temecula , CA 92592-8349",760-473-7704,,#32,86,
Temecula,Callaway Vineyard & Winery,https://www.tripadvisor.com/Attraction_Review-g33165-d276453-Reviews-Callaway_Vineyard_Winery-Temecula_California.html,121,"32720 Rancho California Rd , Temecula , CA 92591-4925",19516764001,,#15,86,
Temecula,Maurice Car'rie Winery/Van Roekel Vineyards,https://www.tripadvisor.com/Attraction_Review-g33165-d534319-Reviews-Maurice_Car_rie_Winery_Van_Roekel_Vineyards-Temecula_California.html,59,"34225 Rancho California Rd , Temecula , CA 92591-5054",951-676-1711,,#30,86,
Temecula,Thornton Winery,https://www.tripadvisor.com/Attraction_Review-g33165-d124560-Reviews-Thornton_Winery-Temecula_California.html,145,"32575 Rancho California Rd , Temecula , CA 92591-4935",909-699-3021,,#23,86,
Temecula,Bel Vino Winery,https://www.tripadvisor.com/Attraction_Review-g33165-d1516863-Reviews-Bel_Vino_Winery-Temecula_California.html,60,"33515 Rancho California Rd , Temecula , CA 92591-4929",(951) 676-6414,,#29,86,
Temecula,Baily Winery,https://www.tripadvisor.com/Attraction_Review-g33165-d3195697-Reviews-Baily_Winery-Temecula_California.html,39,"33440 La Serena Way , Temecula , CA 92591-5104",951.676.9463,,#33,86,
Temecula,Lumiere Winery,https://www.tripadvisor.com/Attraction_Review-g33165-d7021850-Reviews-Lumiere_Winery-Temecula_California.html,6,"39555 Calle Contento , Temecula , CA 92591-5070",(951) 972-0585,,#54,86,
Temecula,Longshadow Ranch Vineyard & Winery,https://www.tripadvisor.com/Attraction_Review-g33165-d2481839-Reviews-Longshadow_Ranch_Vineyard_Winery-Temecula_California.html,50,"39847 Calle Contento , Temecula , CA 92591-5039",951 587-6221,,#35,86,
Temecula,Palumbo Family Vineyards & Winery,https://www.tripadvisor.com/Attraction_Review-g33165-d554156-Reviews-Palumbo_Family_Vineyards_Winery-Temecula_California.html,64,"40150 Barksdale Ln , Temecula , CA 92592-9122",951-676-7900,,#26,86,
Temecula,Old Town Temecula Farmers Market,https://www.tripadvisor.com/Attraction_Review-g33165-d10225719-Reviews-Old_Town_Temecula_Farmers_Market-Temecula_California.html,4,"Sixth St. & Front St , Temecula , CA 92590",(760) 728-7343,,#56,86,
Temecula,Fourth Street Antiques,https://www.tripadvisor.com/Attraction_Review-g33165-d7715730-Reviews-Fourth_Street_Antiques-Temecula_California.html,1,"41975 4th St , Temecula , CA 92590-2706",951-693-0277,,#63,86,
Temecula,Promenade Mall,https://www.tripadvisor.com/Attraction_Review-g33165-d4701257-Reviews-Promenade_Mall-Temecula_California.html,14,"40820 Winchester Rd , Temecula , CA 92591",951-296-0975,,#40,86,
Temecula,Tesoro Winery,https://www.tripadvisor.com/Attraction_Review-g33165-d1460335-Reviews-Tesoro_Winery-Temecula_California.html,27,"43162 Black Deer Loop , Temecula , CA 92590-3466",+1 951-308-0000,,#41,86,
Temecula,Black Market Brewing Company,https://www.tripadvisor.com/Attraction_Review-g33165-d7918294-Reviews-Black_Market_Brewing_Company-Temecula_California.html,7,"41740 Enterprise Cir N , #109 , Temecula , CA 92590-5652",951.296.5039,,#53,86,
Temecula,Refuge Brewery,https://www.tripadvisor.com/Attraction_Review-g33165-d5865856-Reviews-Refuge_Brewery-Temecula_California.html,5,"43040 Rancho Way Ste 200 , Temecula , CA 92590-5400",(951) 506-0609,,#52,86,
Temecula,Wiens Brewing Company,https://www.tripadvisor.com/Attraction_Review-g33165-d3641322-Reviews-Wiens_Brewing_Company-Temecula_California.html,9,"27941 Diaz Rd , Suite A , Temecula , CA 92590-3484",9515537111,,#47,86,
Temecula,The Temecula Air Affair,https://www.tripadvisor.com/Attraction_Review-g33165-d1825492-Reviews-The_Temecula_Air_Affair-Temecula_California.html,4,"38000 Highway 79 South , Temecula , CA 92592",(951)240-3590,,#55,86,
Temecula,Peltzer Farms,https://www.tripadvisor.com/Attraction_Review-g33165-d1514320-Reviews-Peltzer_Farms-Temecula_California.html,23,"39925 Calle Contento , Temecula , CA 92591-5123",+1 951-695-1115,,#37,86,
Temecula,Digiplex Temecula Tower Cinemas,https://www.tripadvisor.com/Attraction_Review-g33165-d10751439-Reviews-Digiplex_Temecula_Tower_Cinemas-Temecula_California.html,1,"27531 Ynez Rd , Temecula , CA 92591",+1 (951) 699-2205,,#68,86,
Whittier,Whittier Art Gallery,https://www.tripadvisor.com/Attraction_Review-g33268-d7117256-Reviews-Whittier_Art_Gallery-Whittier_California.html,5,"8035 Painter Ave , Whittier , CA 90602-2508",562-698-8710,,#6,16,
Whittier,King Richard's Antique Center,https://www.tripadvisor.com/Attraction_Review-g33268-d1943729-Reviews-King_Richard_s_Antique_Center-Whittier_California.html,20,"12301 Whittier Blvd , Whittier , CA 90602-1016",562 698 5974,,#2,16,
Whittier,Whittier Museum,https://www.tripadvisor.com/Attraction_Review-g33268-d7384691-Reviews-Whittier_Museum-Whittier_California.html,9,"6755 Newlin Ave , Whittier , CA 90601-4019",+(1)562-945-3871,,#4,16,
Whittier,Skyrose Chapel,https://www.tripadvisor.com/Attraction_Review-g33268-d8667882-Reviews-Skyrose_Chapel-Whittier_California.html,2,"Workman Mill Road , Rose Hills Memorial Park & Mortuary , Whittier , CA",,,#9,16,
Whittier,Rose Hills Memorial Park,https://www.tripadvisor.com/Attraction_Review-g33268-d10252769-Reviews-Rose_Hills_Memorial_Park-Whittier_California.html,3,"3888 Workman Mill Rd , Whittier , CA 90601-1626",5626990921,,#7,16,
Whittier,Farmer's market,https://www.tripadvisor.com/Attraction_Review-g33268-d1494255-Reviews-Farmer_s_market-Whittier_California.html,12,"Whittier , CA",,,#5,16,
Whittier,Oceanic Arts,https://www.tripadvisor.com/Attraction_Review-g33268-d6680431-Reviews-Oceanic_Arts-Whittier_California.html,1,"12414 Whittier Blvd , Whittier , CA 90602-1017",(562) 698-6960,,#12,16,
Calistoga,Petrified Forest,https://www.tripadvisor.com/Attraction_Review-g32143-d116940-Reviews-Petrified_Forest-Calistoga_Napa_Valley_California.html,368,"4100 Petrified Forest Rd , Calistoga , CA 94515-9527",+1 707-942-6667,,#6,64,
Calistoga,Old Faithful Geyser of California,https://www.tripadvisor.com/Attraction_Review-g32143-d145314-Reviews-Old_Faithful_Geyser_of_California-Calistoga_Napa_Valley_California.html,696,"1299 Tubbs Ln , Calistoga , CA 94515-1055",707-942-6463,,#15,64,
Anaheim,Toy Story Midway Mania!,https://www.tripadvisor.com/Attraction_Review-g29092-d8562907-Reviews-Toy_Story_Midway_Mania-Anaheim_California.html,34,"1313 Disneyland Drive , Paradise Pier , Anaheim , CA",,"??? Suitable for all ages ??? An interactive ride based on the Toy Story films. You work your way around a fair ground shooting things toy story themed. And all in 3D A fairly fast moving queue, the ride I'd... read more Reviewed 2 days ago tjfinch , Telford, United Kingdom via mobile",#29,147,
Calistoga,Larkmead Vineyards,https://www.tripadvisor.com/Attraction_Review-g32143-d3386155-Reviews-Larkmead_Vineyards-Calistoga_Napa_Valley_California.html,32,"1100 Larkmead Ln , Calistoga , CA 94515-9619",17079420167,,#22,64,
,Fred Segal,https://www.tripadvisor.com/Attraction_Review-g33252-d181606-Reviews-Fred_Segal-West_Hollywood_California.html,30,"8100 Melrose Ave , West Hollywood , CA 90046-7091",323-651-4129,,#4,30 Shopping in West Hollywood,
Calistoga,Madrigal Family Winery,https://www.tripadvisor.com/Attraction_Review-g32143-d3807290-Reviews-Madrigal_Family_Winery-Calistoga_Napa_Valley_California.html,40,"3718 Saint Helena Hwy , Calistoga , CA 94515-9651",+1 707-942-8619,,#23,64,
Calistoga,Reverie Winery,https://www.tripadvisor.com/Attraction_Review-g32143-d1909699-Reviews-Reverie_Winery-Calistoga_Napa_Valley_California.html,71,"1520 Diamond Mountain Rd , Calistoga , CA 94515-9669",707-942-6800,,#18,64,
Calistoga,Von Strasser Winery,https://www.tripadvisor.com/Attraction_Review-g32143-d2226869-Reviews-Von_Strasser_Winery-Calistoga_Napa_Valley_California.html,43,"1510 Diamond Mountain Rd , Calistoga , CA 94515-9669",707-942-0930,,#20,64,
Calistoga,Jericho Canyon Vineyard,https://www.tripadvisor.com/Attraction_Review-g32143-d2228107-Reviews-Jericho_Canyon_Vineyard-Calistoga_Napa_Valley_California.html,30,"3322 Old Lawley Toll Rd , Calistoga , CA 94515-9671",707-942-9665,,#31,64,
Calistoga,Joseph Cellars Winery,https://www.tripadvisor.com/Attraction_Review-g32143-d3570248-Reviews-Joseph_Cellars_Winery-Calistoga_Napa_Valley_California.html,14,"4455 Saint Helena Hwy , Calistoga , CA 94515-9633",707-942-9999,,#36,64,
Calistoga,Vermeil Wines,https://www.tripadvisor.com/Attraction_Review-g32143-d1803629-Reviews-Vermeil_Wines-Calistoga_Napa_Valley_California.html,24,"1255 Lincoln Ave , Calistoga , CA 94515-1742",707.341.3054,,#33,64,
Anaheim,Matterhorn Bobsleds,https://www.tripadvisor.com/Attraction_Review-g29092-d8563046-Reviews-Matterhorn_Bobsleds-Anaheim_California.html,42,"1313 Disneyland Drive , Fantasyland , Anaheim , CA",,"??? Always a fun ride down the mountain ??? I always loved the Matterhorn bobsleds growing up. The Swiss theming and the music in the queue always make me smile. The ride itself is very fun and fast paced, as you circle... read more Reviewed 4 weeks ago Shawn H",#41,147,
Calistoga,Clos Pegase Winery,https://www.tripadvisor.com/Attraction_Review-g32143-d144112-Reviews-Clos_Pegase_Winery-Calistoga_Napa_Valley_California.html,89,"1060 Dunaweal Ln , Calistoga , CA 94515-9642",707 942 4981,,#18,64,
San Diego,San Diego Civic Theatre,https://www.tripadvisor.com/Attraction_Review-g60750-d543706-Reviews-San_Diego_Civic_Theatre-San_Diego_California.html,61,,,"??? Pleasant ??? The parking attendants were so patient and willing to answer my questions. The parking is also very reasonable. We paid $10 and it was cash only. Heads up, I wasn't ready. I don't... read more Reviewed 4 weeks ago zoecalifornia80 , Rancho Cucamonga, California",#134,416,"Theaters , Concerts & Shows Overview Reviews (61) Q&A (2) Location More Write a Review Save Is this attraction popular with locals ? Yes No Unsure Does this activity require advanced planning, ticketing or reservations ? Yes No Unsure Is this activity accessible without advanced planning or reservations ? Yes No Unsure Does this attraction require above average amounts of physical activity (long walks, climbs, stairs or hikes)? Yes No Unsure Is this attraction good for couples ? Yes No Unsure Is this attraction pet friendly ? Yes No Unsure Would this be a good sunny day activity? Yes No Unsure Would this be a good hot day activity? Yes No Unsure Would this be a good cold day activity? Yes No Unsure Is this an outdoor attraction or activity? Yes No Unsure Thanks for helping! Share another experience before you go. Sponsored by: Also show Hotels Restaurants Things to Do Also show Map Satellite Map updates are paused. Zoom in to see updated info. Reset zoom Updating Map... Sponsored by: Return to Map Get directions Address: 3rd and B St. , San Diego , CA 92101 Phone Number: 619-231-8995 Website"
Calistoga,Lee Youngman Galleries,https://www.tripadvisor.com/Attraction_Review-g32143-d286905-Reviews-Lee_Youngman_Galleries-Calistoga_Napa_Valley_California.html,6,"1316 Lincoln Ave , Calistoga , CA 94515-1702",707-942-0585,,#51,64,
Calistoga,Indian Springs Art Gallery,https://www.tripadvisor.com/Attraction_Review-g32143-d7922252-Reviews-Indian_Springs_Art_Gallery-Calistoga_Napa_Valley_California.html,8,"1506 Lincoln Ave , Calistoga , CA 94515-1332",,,#44,64,
Anaheim,Roger Rabbit's Car Toon Spin,https://www.tripadvisor.com/Attraction_Review-g29092-d8563058-Reviews-Roger_Rabbit_s_Car_Toon_Spin-Anaheim_California.html,20,"1313 Disneyland Drive , Mickey's Toontown , Anaheim , CA",,"??? Fun, But Not a Great Disney Ride ??? This ride is very similar to the type of ride you would find at a local carnival or small amusement park. It is fun, but not the quality you would expect from Disney. It will... read more Reviewed 4 weeks ago Bigredmachine via mobile",#66,147,
Calistoga,Ca' Toga Galleria D' Arte,https://www.tripadvisor.com/Attraction_Review-g32143-d274460-Reviews-Ca_Toga_Galleria_D_Arte-Calistoga_Napa_Valley_California.html,12,"1206 Cedar St , Calistoga , CA 94515-1708",707-942-3900,,#39,64,
Calistoga,Oat Hill Mine Trail,https://www.tripadvisor.com/Attraction_Review-g32143-d7987567-Reviews-Oat_Hill_Mine_Trail-Calistoga_Napa_Valley_California.html,19,"1800 Lincoln Ave , Calistoga , CA 94515-1115",,,#29,64,
Calistoga,Villa Ca'Toga,https://www.tripadvisor.com/Attraction_Review-g32143-d7002668-Reviews-Villa_Ca_Toga-Calistoga_Napa_Valley_California.html,8,"3061 Myrtledale Rd , Calistoga , CA 94515-1051",17079423900,,#40,64,
Calistoga,Pioneer Park,https://www.tripadvisor.com/Attraction_Review-g32143-d4103163-Reviews-Pioneer_Park-Calistoga_Napa_Valley_California.html,11,"1308 Cedar St , Calistoga , CA 94515-1608",707-942-2838,,#45,64,
Anaheim,Jungle Cruise,https://www.tripadvisor.com/Attraction_Review-g29092-d8563029-Reviews-Jungle_Cruise-Anaheim_California.html,24,"1313 Disneyland Drive , Adventureland , Anaheim , CA",,"??? Good fun ??? A fun leisurely cruise through the jungle and a good way to sit and relax and rest weary feet for a few minutes. The Skipper was good and the jokes are corny, but we all had a... read more Reviewed 4 weeks ago FamilyFunIpswich_Qld , Ipswich, Australia",#50,147,
Calistoga,Calistoga Speedway,https://www.tripadvisor.com/Attraction_Review-g32143-d6474275-Reviews-Calistoga_Speedway-Calistoga_Napa_Valley_California.html,8,"1435 N Oak St , Calistoga , CA 94515-1336",9167737225,,#43,64,
Calistoga,Palmer House,https://www.tripadvisor.com/Attraction_Review-g32143-d4094400-Reviews-Palmer_House-Calistoga_Napa_Valley_California.html,1,"1300 Cedar St , Calistoga , CA 94515-1608",,,#59,64,
Calistoga,Robert Louis Stevenson State Park,https://www.tripadvisor.com/Attraction_Review-g32143-d128926-Reviews-Robert_Louis_Stevenson_State_Park-Calistoga_Napa_Valley_California.html,43,"Calistoga , CA",707-942-4575,,#25,64,
Calistoga,Summers Winery,https://www.tripadvisor.com/Attraction_Review-g32143-d270490-Reviews-Summers_Winery-Calistoga_Napa_Valley_California.html,56,"1171 Tubbs Ln , Calistoga , CA 94515-1053",707-942-5508,,#27,64,
Calistoga,Envy Wines,https://www.tripadvisor.com/Attraction_Review-g32143-d1454013-Reviews-Envy_Wines-Calistoga_Napa_Valley_California.html,45,"1170 Tubbs Ln , Calistoga , CA 94515-1054",707-942-4670,,#32,64,
Calistoga,Enoteca,https://www.tripadvisor.com/Attraction_Review-g32143-d4578987-Reviews-Enoteca-Calistoga_Napa_Valley_California.html,1,"1348 Lincoln Ave , Calistoga , CA 94515-1702",7079421117,,#57,64,
Anaheim,Enchanted Tiki Room,https://www.tripadvisor.com/Attraction_Review-g29092-d8562974-Reviews-Enchanted_Tiki_Room-Anaheim_California.html,31,"1313 Disneyland Drive , Adventureland , Anaheim , CA",,"??? Great Attraction that Needs Some TLC ??? This is an updated version of the Enchanted Tiki Room that opened in the 1960's. Updates have kept it fresh over the years, but it again is starting to show it age. Many of the... read more Reviewed 4 weeks ago Bigredmachine via mobile",#46,147,
