youTubeLinkIds@sourceA,attraction_name@sourceA,attraction_knownFor@sourceA,attraction_reviewComment@sourceA,attraction_ranking@sourceA,attraction_no_of_reviews@sourceA,attraction_contact@sourceA,attraction_in@sourceA,attraction_address@sourceA,attraction_url@sourceA,attraction_in_file@sourceA,mention_name@sourceB,mention_popularity@sourceB,mention_longitude@sourceB,mention_latitude@sourceB,no_of_blogFiles@sourceB,Confidence
"et8YJ024LFw,4IbE46J9e3M,F6MTrQSGX3A",Hearst Castle,"Castles , Historic Sites , Monuments & Statues , Sights & Landmarks , More",Wow wow wow!! This place is a must stop if you are driving to norcal or socal. We paid for the tour and it was sooooooo worth it! The outside alone is stunning with all the views... read more,2,"4,934",+1 800-444-4445,San Simeon,"750 Hearst Castle Road , San Simeon , CA 93452-9740",https://www.tripadvisor.com/Attraction_Review-g33039-d207444-Reviews-Hearst_Castle-San_Simeon_San_Luis_Obispo_County_California.html,san_simeon.json,hearst castle,28,-121.1675873,35.6853689,130,100
"E-g6R1Bj_E0,UlvBaBClid0,cp9PJK9JRC0",Heisler Park,Nature & Parks,"Walk the paved path or down on the sand. Fantastic place to watch the sunset. Lots of families walking, dog walking etc",1,832,+1 949-497-3311,Laguna Beach,"375 Cliff Dr , Laguna Beach , CA 92651-1623",https://www.tripadvisor.com/Attraction_Review-g32588-d2627614-Reviews-Heisler_Park-Laguna_Beach_California.html,laguna_beach.json,heisler park,3,-117.7917684,33.54377575,4,100
"-4Agh_DXijs,9yRIDm9vuqA,vBww7jDwL9M",Henry Cowell Redwoods State Park,"State Parks , Nature & Parks","wonderful place to visit, the trees are impressive, be sure to take time to go to the visitors center, on the weekends there are a number of volunteers around to give you all... read more",1,438,+1 831-335-4598,Felton,"Star Route 9 , Felton , CA 95018",https://www.tripadvisor.com/Attraction_Review-g32377-d116849-Reviews-Henry_Cowell_Redwoods_State_Park-Felton_California.html,felton.json,henry cowell redwoods state park,1,-122.0523637,37.0288674,1,100
"jqxnsQmzxHs,zLeQnIgFswk,h7srJIRufxU",Heritage Hill Historic Park,,"Great place to visit - represents the past of the area with Indian, Spanish, American eras shown. There are some guided tours here but timing was not understood. Call for more... read more",2,30,+1 949-923-2230,Lake Forest,"25151 Serrano Rd , Lake Forest , CA 92630-2534",https://www.tripadvisor.com/Attraction_Review-g32596-d526179-Reviews-Heritage_Hill_Historic_Park-Lake_Forest_California.html,lake_forest.json,heritage hill historical park,1,-117.6898293,33.6470583,2,100
"wVH30kqCFNQ,Cm0dPZux2d0,dXbRmyBLJb8",Heritage Park,Nature & Parks,"This park is often used to take pictures. You see most kids going to homecoming, proms and special occasions taking pictures here. Nice duck area and also good place to have a... read more",2,50,+1 562-916-8570,Cerritos,"18600 Bloomfield Ave , Cerritos , CA 90703-6089",https://www.tripadvisor.com/Attraction_Review-g32196-d2630825-Reviews-Heritage_Park-Cerritos_California.html,cerritos.json,heritage park,4,-117.5957076,34.123511,13,100
"wVH30kqCFNQ,Cm0dPZux2d0,dXbRmyBLJb8",Heritage Park,,Nice park in Santa Fe Springs. We go there once a year for the Aloha Festival. Lots of hula and music. Good food and many vendors. Park is very clean.,1,4,562-946-6476,Santa Fe Springs,"12100 Mora Dr , Santa Fe Springs , CA 90670-3759",https://www.tripadvisor.com/Attraction_Review-g33049-d7226797-Reviews-Heritage_Park-Santa_Fe_Springs_California.html,santa_fe_springs.json,heritage park,4,-117.5957076,34.123511,13,100
"nmX_7NKlMkE,bMfe0xbMhtA,d9pMdxwfakw",Heritage Rose Garden,"Gardens , Nature & Parks","This is a great project that was begun decades ago after thecity cleared houses from below the flight path of SJ Intl airport, the vacant lots were an eyesore until this park was... read more",20,68,+1 408-298-7657,San Jose,"Taylor and Spring Sts. , San Jose , CA",https://www.tripadvisor.com/Attraction_Review-g33020-d519652-Reviews-Heritage_Rose_Garden-San_Jose_California.html,san_jose.json,heritage rose garden,1,-121.907265,37.3438851,1,100
"1E6htUUE1Yk,fNStbC45uH4",Hillcrest,"Neighborhood: Downtown Neighborhoods , Sights & Landmarks , Other","If u like good food, quirky shops- cool bars and coffee shops come to Hillcrest where everyone is welcome -love going to Hillcrest for window shopping and to have Sunday brunch.",96,107,,San Diego,"San Diego , CA",https://www.tripadvisor.com/Attraction_Review-g60750-d128485-Reviews-Hillcrest-San_Diego_California.html,san_diego.json,hillcrest,3,-117.1609795,32.7483621,21,100
"pdlz00nHdfI,mVs2zAYquC0,JMg0JQ3gFAg",Hillsdale Shopping Center,,"There is extensive remodeling going on at the shopping center so many eateries have been demolished, as well as Sears. However, the center has lots of stores open to the public... read more",6,34,(650) 345-8222,San Mateo,"60 31st Ave , San Mateo , CA 94403-3404",https://www.tripadvisor.com/Attraction_Review-g33031-d9462993-Reviews-Hillsdale_Shopping_Center-San_Mateo_California.html,san_mateo.json,hillsdale shopping center,1,-122.3012605,37.5383534,1,100
"bXULn5jb-U4,9XkeyxtwX1o,3aQ_IezRO7g",Holbrook - Palmer Park,,"Trains, Gardens, Fig Trees, Dog Park, play structures, exercise course, beautiful old house you can rent, gorgeous rose garden. Peaceful, and tranquil, and large.",2,4,(650) 752-0500,Atherton,"150 Watkins Ave , Atherton , CA 94027-3046",https://www.tripadvisor.com/Attraction_Review-g29116-d7816228-Reviews-Holbrook_Palmer_Park-Atherton_California.html,atherton.json,holbrook-palmer park,1,-122.1916317,37.4632715,1,100
"o2EhqMWudGw,mrQ0QRjoMYY,pfQRLXX3EdY",Holcomb Valley Tour,,We got lost in the wilderness and loved the adventure. Every turn brought new views and each new dirt path led u somewhere you hadn't seen. It was great!!!,2,3,,Fawnskin,"40971 N Shore Dr , Fawnskin , CA",https://www.tripadvisor.com/Attraction_Review-g32373-d4314593-Reviews-Holcomb_Valley_Tour-Fawnskin_Big_Bear_Region_California.html,fawnskin.json,holcomb valley road,1,-116.8196738,34.2983001,1,100
"R8STwWvhz2s,_QMmTspOv_Q,0ug_tpLCvV4",Hollywood,"Neighborhood: Hollywood Neighborhoods , Points of Interest & Landmarks , Sights & Landmarks , Other","We were last here 16 years ago - a hell of a lot has changed. It is much more geared toward tourism proper, now - and people seemed to like it. Very busy; a lot of the expected... read more",46,"1,088",,Los Angeles,"Los Angeles , CA",https://www.tripadvisor.com/Attraction_Review-g32655-d648331-Reviews-Hollywood-Los_Angeles_California.html,los_angeles.json,hollywood,251,-118.3299898,34.1028268,406,100
"HfaiZwpe0Jg,o3Qnk334n_I,Oh23A2GptAQ",Hollywood Boulevard,,We drove along Hollywood Blvd for a stretch and got out for a few blocks to see the stars on the sidewalk. Interesting but very crowded and touristy.,58,"1,408",1,Los Angeles,"Los Angeles , CA 90069",https://www.tripadvisor.com/Attraction_Review-g32655-d103401-Reviews-Hollywood_Boulevard-Los_Angeles_California.html,los_angeles.json,hollywood boulevard,34,-118.32684,34.1016312,110,100
"BJSvFX829PA,KtOToiIDNRA,F22UfxE61xs",Hollywood Forever Cemetery,"Neighborhood: Hollywood Cemeteries , Sights & Landmarks",We love visiting old cemeteries so we knew we had to visit this one. The view of the Hollywood sign from here is pretty amazing. The grounds are well maintained and tall palm... read more,65,244,+1 323-469-1181,Los Angeles,"6000 Santa Monica Blvd , Los Angeles , CA 90038-1864",https://www.tripadvisor.com/Attraction_Review-g32655-d271986-Reviews-Hollywood_Forever_Cemetery-Los_Angeles_California.html,los_angeles.json,hollywood forever cemetery,3,-118.3190483,34.08846395,33,100
"jIzEEhZkthY,kXk8LGZENMw,9f4kDXrmuF0",Hollywood Hills,"Neighborhood: Central L.A Neighborhoods , Other, Sights & Landmarks",We went on a tour around Hollywood Hills. The properties are beautiful but very secluded by trees or gates or just too far from the road. Several stars homes were pointed out in... read more,41,430,,Los Angeles,"2917-2981 Runyon Canyon Rd, Los Angeles, CA 90046 , Los Angeles , CA",https://www.tripadvisor.com/Attraction_Review-g32655-d277005-Reviews-Hollywood_Hills-Los_Angeles_California.html,los_angeles.json,hollywood hills,19,-118.3355473,34.1311792,75,100
"jIzEEhZkthY,kXk8LGZENMw,9f4kDXrmuF0",Hollywood Hills,"Neighborhood: Central L.A Neighborhoods , Other, Sights & Landmarks",We went on a tour around Hollywood Hills. The properties are beautiful but very secluded by trees or gates or just too far from the road. Several stars homes were pointed out in... read more,41,430,,Los Angeles,"2917-2981 Runyon Canyon Rd, Los Angeles, CA 90046 , Los Angeles , CA",https://www.tripadvisor.com/Attraction_Review-g32655-d277005-Reviews-Hollywood_Hills-Los_Angeles_California.html,los_angeles.json,hollywood los,1,-118.3299898,34.1028268,1,100
"mtiZGQWOD48,63DSZXtssb8,ZNC3BBgdNtY",Hollywood Wax Museum,,The wax museum wasn't what i expected. Very few models and boring. Walked thru in 25 minutes and that's taking poses with the models. They should have more models and a wider... read more,85,284,+1 323-462-5991,Los Angeles,"6767 Hollywood Blvd , Los Angeles , CA 90028-4623",https://www.tripadvisor.com/Attraction_Review-g32655-d127412-Reviews-Hollywood_Wax_Museum-Los_Angeles_California.html,los_angeles.json,hollywood museum,1,-118.3383266,34.1010786,1,100
"iZm9WYmt370,X5vgNxKMML4,CzxU_TnuNfU",Hollywood Park,,Convenient to the airport but nothing special. The tournaments I was in were very small. And the games were so-so. You can go if you are nearby but no special trip for this... read more,2,48,+1 310-419-1500,Inglewood,"1050 S Prairie Ave , Inglewood , CA 90301-4120",https://www.tripadvisor.com/Attraction_Review-g32525-d1067267-Reviews-Hollywood_Park-Inglewood_California.html,inglewood.json,hollywood walk,2,-118.3385158,34.1018331,4,100
"1zIrnBEQOa0,Jjd2B3T1PCg,LdHDoO80oT8",Hollywood Reservoir,,"Historic Hollywood reservoir is fantastic for a walk. Need private transport to get you there, but it's a terrific hiking venue. No facilities, so take sustenance and water.",154,16,+1 323-913-4688,Los Angeles,"2460 Holly Dr , Los Angeles , CA 90068-2714",https://www.tripadvisor.com/Attraction_Review-g32655-d156686-Reviews-Hollywood_Reservoir-Los_Angeles_California.html,los_angeles.json,hollywood reservoir,3,-118.3332251,34.12171985,4,100
"xEhFJzG63j8,Eezy6FKQPsY,bTjanydZh9Q",Hollywood Sign,"Neighborhood: Central L.A Points of Interest & Landmarks , Sights & Landmarks","We were fortunate enough to be able to see the sign from our hostel on hollywood blvd. so did not have to make any special trips. As others have observed, the sign is just that, a... read more",30,"4,495",,Los Angeles,"Los Angeles , CA 90068",https://www.tripadvisor.com/Attraction_Review-g32655-d144152-Reviews-Hollywood_Sign-Los_Angeles_California.html,los_angeles.json,hollywood sign,11,-118.3216522,34.1340991,21,100
"lKnq7_M5d8g,2uLYFwV8Zos,AuIil1BYw6U",Hollywood Walk of Fame,,"We walked a good bit of the section with the stars. Some we really wanted to see were right in fornt of the theater where an awards show was about to begin, blocking out view.",52,"9,439",323 469 8311,Los Angeles,"Hollywood Blvd at Vine St , Los Angeles , CA 90028",https://www.tripadvisor.com/Attraction_Review-g32655-d104576-Reviews-Hollywood_Walk_of_Fame-Los_Angeles_California.html,los_angeles.json,hollywood walk of fame,2,-118.3385158,34.1018331,37,100
"mtiZGQWOD48,63DSZXtssb8,ZNC3BBgdNtY",Hollywood Wax Museum,,The wax museum wasn't what i expected. Very few models and boring. Walked thru in 25 minutes and that's taking poses with the models. They should have more models and a wider... read more,85,284,+1 323-462-5991,Los Angeles,"6767 Hollywood Blvd , Los Angeles , CA 90028-4623",https://www.tripadvisor.com/Attraction_Review-g32655-d127412-Reviews-Hollywood_Wax_Museum-Los_Angeles_California.html,los_angeles.json,hollywood wax museum,4,-118.3381248,34.10173,9,100
"p6Hl-wLzdB8,8JQThZ_Jjb8,79leYrGMiq4",Honda Center,,I have visited the Honda Center on many occasions to watch the Anaheim Ducks (NHL team) for their regular season games and the Los Angeles Lakers (NBA team) when they visit for... read more,8,445,+1 714-704-2400,Anaheim,"2695 E Katella Ave , Anaheim , CA 92806-5904",https://www.tripadvisor.com/Attraction_Review-g29092-d616521-Reviews-Honda_Center-Anaheim_California.html,anaheim.json,honda center,1,-117.8765339,33.80783155,2,100
"AUIiX7D1KDc,Z4lA6UcYKTw,wU5bDa4kgcE",Humboldt Bay,"Bodies of Water , Nature & Parks","After visiting, my husband and I decided to pack up and move here from southern Orange County! We love the peace and quiet and the beautiful scenery.",5,81,,Eureka,"Eureka , CA",https://www.tripadvisor.com/Attraction_Review-g32363-d254730-Reviews-Humboldt_Bay-Eureka_Humboldt_County_California.html,eureka.json,humboldt bay,3,-124.2095056,40.7498484,8,100
"OfyoKbMtkdE,zIRK8e4MBBg,gB0JrdZNPvE",Humboldt Lagoons State Park,,My hubby and I rented kayaks from visitor center. Super friendly and helpful. We kayaked across lagoon to beach. Take water and snacks to enjoy on beach.,6,26,+1 707-488-2041,Trinidad,"15336 US Highway 101 N , Trinidad , CA 95570-9653",https://www.tripadvisor.com/Attraction_Review-g33188-d611784-Reviews-Humboldt_Lagoons_State_Park-Trinidad_Humboldt_County_California.html,trinidad.json,humboldt redwoods state park,4,-123.9263449,40.376048,40,100
"Vcpaj6wWEb0,kjUTiDaOHCk,-rXfQjeYYTs",Humboldt Redwoods State Park,"Scenic Drives , State Parks , Outdoor Activities , Nature & Parks , Sights & Landmarks",A must see if you want to experience the Redwood trees. Ave of the Giants is contained in the park which has many areas for stopping and visiting the redwood groves. There is a... read more,1,317,+1 707-946-2409,Weott,"Avenue of the Giants , Weott , CA 95571",https://www.tripadvisor.com/Attraction_Review-g33249-d186137-Reviews-Humboldt_Redwoods_State_Park-Weott_Humboldt_County_California.html,weott.json,humboldt redwoods state park,4,-123.9263449,40.376048,40,100
"gGVdY2D-GSI,h6FFmWek_Qo,qNB0zjpH79A",Huntington Beach Pier,"Points of Interest & Landmarks , Sights & Landmarks","Love the pier, always fun watching the surfers and fishermen fishing from the pier! Watched a seal looking for handouts at the end of the pier, very entertaining watching the seal... read more",1,"1,460",,Huntington Beach,"315 Pacific Coast Hwy , Huntington Beach , CA 92648-5161",https://www.tripadvisor.com/Attraction_Review-g32513-d3309900-Reviews-Huntington_Beach_Pier-Huntington_Beach_California.html,huntington_beach.json,huntington beach pier,4,-118.0046357,33.65460035,8,100
"4b2L4Ut-Ark,ikydgOCETIM,XyMPxzUAUGg",Huntington Beach State Park,"State Parks , Nature & Parks","We loved the entire Huntington Beach area! The beach is awesome! Lots of good restaurants, places to shop and places for dogs. It doesn't get any better than this!",4,246,+1 714-536-1454,Huntington Beach,"21601 Pacific Coast Hwy , Huntington Beach , CA 92646-7600",https://www.tripadvisor.com/Attraction_Review-g32513-d3317875-Reviews-Huntington_Beach_State_Park-Huntington_Beach_California.html,huntington_beach.json,huntington beach state park,2,-117.9737466,33.6389946,2,100
"-IpGFLIHNLE,RKmqryUmAUE,r8DVNYWN0bs",Huntington Central Park,,"This is a huge park with lots of different areas for different activities on one side Edwards entrance you have the dog park, the lake with all its wildlife, the horses and... read more",9,75,+1 714-848-6565,Huntington Beach,"18381 Goldenwest St , Huntington Beach , CA 92648-1107",https://www.tripadvisor.com/Attraction_Review-g32513-d1155520-Reviews-Huntington_Central_Park-Huntington_Beach_California.html,huntington_beach.json,huntington central park,3,-118.006616,33.70190275,7,100
"lvb7B8pd1BE,ZHofChgYCyU,qYnTCPnyI9g",Huntington Dog Beach,"Beaches , Nature & Parks , Outdoor Activities",There's plenty of room and the people are friendly. If you've been to a dog park you know the drill. The bluffs have a great view of the ocean and Long Beach in the distance... read more,2,477,+1 714-841-8644,Huntington Beach,"Pacific Coast Highway , Huntington Beach , CA",https://www.tripadvisor.com/Attraction_Review-g32513-d578943-Reviews-Huntington_Dog_Beach-Huntington_Beach_California.html,huntington_beach.json,huntington city beach,5,-117.9971185,33.65221665,9,100
"M1orB2x7ofc,vyh9VxfWVGQ,BvyslVQRc8w",Independence Trail,,Easy flat (east trail) out and back trail with lots of bridges and a few nice vistas and lots of fall color.,5,25,+1 530-272-5994,Nevada City,"Highway 49 , 7 Miles North of Nevada City on Highway 49 , Nevada City , CA 95945",https://www.tripadvisor.com/Attraction_Review-g32771-d4543137-Reviews-Independence_Trail-Nevada_City_California.html,nevada_city.json,independence hall,3,-117.9957887,33.842204,4,100
