"attraction_name","attraction_knownFor","attraction_reviewComment","attraction_ranking","attraction_no_of_reviews","attraction_contact","attraction_in","attraction_address","zip_code","attraction_longitude","attraction_latitude","attraction_url","attraction_in_file","youTubeLinkIds"
"Lynmar Estate Winery","""Wineries & Vineyards , Food & Drink""","Lynmar has the best Pinot Noirs and Chardonnays in the area. Estate grown fruit and a fabulous winemaker results in a wine that is layered and complex. The dedication to quality... read more","4","109","17078293374","Sebastopol","""3909 Frei Rd , Sebastopol , CA 95472-2317""","95472","","","https://www.tripadvisor.com/Attraction_Review-g33069-d3418947-Reviews-Lynmar_Estate_Winery-Sebastopol_Sonoma_County_California.html","sebastopol.json","""_rTWbyosD0E,4TJcRyOvsxM,iYgirLWTApQ"""
"Balletto Vineyards","","Family run winery that is approachable and offers wines in the $20-$60 price ranges. Great facility with knowledgeable and friendly staff. They own 600 acres in the region and... read more","25","28","+1 707-568-2455","Santa Rosa","""5700 Occidental Rd , Santa Rosa , CA 95401-5533""","95401","","","https://www.tripadvisor.com/Attraction_Review-g33055-d2547600-Reviews-Balletto_Vineyards-Santa_Rosa_Sonoma_County_California.html","santa_rosa.json","""Cu4Ax3XFXdo,BsS3SR34WTM,tknMMq3iO_Q"""
"Pepperwood Preserve","","""Not always open to the public, but a staple in area school fieldtrip rosters. Check the website for those rare weekends when families can come through with their children to learn... read more""","43","6","707-591-9310","Santa Rosa","""2130 Pepperwood Preserve Rd , Santa Rosa , CA 95404-7543""","95404","","","https://www.tripadvisor.com/Attraction_Review-g33055-d9884401-Reviews-Pepperwood_Preserve-Santa_Rosa_Sonoma_County_California.html","santa_rosa.json","""B3JvbVEsThc,RJV3Hu3iaiw,OYE1HsnlQCU"""
"Madrone Estate Winery","","This was our first stop on a guided tour and we absolutely loved it. The sitting area and set-up for tasting was perfect. The wine was excellent and moderately priced. The... read more","13","22","+1 707-939-4500","Glen Ellen","""777 Madrone Rd , Glen Ellen , CA 95442-9522""","95442","","","https://www.tripadvisor.com/Attraction_Review-g32429-d9805929-Reviews-Madrone_Estate_Winery-Glen_Ellen_Sonoma_County_California.html","glen_ellen.json","""8ZuT4ZTZmJE,6cQ08a7TDWo"""
"Dutton Estate Winery","","""While driving through Sonoma, we stopped into this wonderful winery to taste some Chardonnay & Pinot Noir. We were greeted by our wonderful hostess, Cynthia, who is not only very... read more""","8","19","+1 707-829-9463","Sebastopol","""8757 Green Valley Rd , Sebastopol , CA 95472-2259""","95472","","","https://www.tripadvisor.com/Attraction_Review-g33069-d5772696-Reviews-Dutton_Estate_Winery-Sebastopol_Sonoma_County_California.html","sebastopol.json","""W2fSDWh-IVM,lExsFA1o0_E"""
"Dutton Goldfield Winery","","""We scheduled an appointment to visit the tasting room at Dutton Goldfield, and the experience was absolutely wonderful. David led us through our tasting, and did an amazing job... read more""","5","66","+1 707-827-3600","Sebastopol","""3100 Gravenstein Hwy N , Sebastopol , CA 95472-2318""","95472","","","https://www.tripadvisor.com/Attraction_Review-g33069-d1869916-Reviews-Dutton_Goldfield_Winery-Sebastopol_Sonoma_County_California.html","sebastopol.json","""9Mw7TJZVWpM,zcpDntob7zg"""
"Red Car Winery Tasting Room","","""One of my favorites, what a treat this wine and winery is! Don't miss it. You will not regret taking the time for a quick visit or even stay a while. Wonderful wine that's not a... read more""","13","12","+1 707-829-8500","Sebastopol","""8400 Graton Rd , Sebastopol , CA 95472-2401""","95472","","","https://www.tripadvisor.com/Attraction_Review-g33069-d4177099-Reviews-Red_Car_Winery_Tasting_Room-Sebastopol_Sonoma_County_California.html","sebastopol.json","""ErtefVKI1q0,U6uovPC8u_o,8q2xZfrUwbc"""
"Bennett Lane Winery","""Wineries & Vineyards , Food & Drink""","We tried to visit a few small production wineries in the Calistoga region and Bennett Lane was an option we chose reading favorable comments. This is an excellent value. delicious... read more","15","73","+1 707-942-6684","Calistoga","""3340 State Highway 128 , Calistoga , CA 94515-9727""","94515","","","https://www.tripadvisor.com/Attraction_Review-g32143-d629040-Reviews-Bennett_Lane_Winery-Calistoga_Napa_Valley_California.html","calistoga.json","""admNNUaHHi0,Yt8rUZFD1JE,SVMms_2mkYU"""
"Little Vineyards Family Winery","","One of the more approachable wineries. Really nice wines. The outdoor seating has a beautiful view of the vineyards. You can also order wines by the glass (which after only... read more","12","29","+1 707-996-2750","Glen Ellen","""15188 Hwy 12 , Glen Ellen , CA 95442-9462""","15188","","","https://www.tripadvisor.com/Attraction_Review-g32429-d2331772-Reviews-Little_Vineyards_Family_Winery-Glen_Ellen_Sonoma_County_California.html","glen_ellen.json","""WN-yOGNDPEs,2zcx9CR77Xk,GmszNV69yVs"""
"Rockzilla","","""As out of towners here on a weekday, the place was empty! Dwayne was amazing! My two kids were so busy that the time flew. We left had lunch then came back with our all day pass... read more""","109","11","+1 707-255-1500","Napa","""849 Jackson St Ste 5A , Napa , CA 94559-1342""","94559","","","https://www.tripadvisor.com/Attraction_Review-g32766-d3407293-Reviews-Rockzilla-Napa_Napa_Valley_California.html","napa.json","""_kJmuAw4TJQ,fh6MaJFeRMg"""
"Tierra Vegetables","""“ Best Farm Stand Ever!! ” Reviewed August 4, 2016 The farmers have been growing sustainable food for decades and truly know what they are doing. Stop by for fresh veggies any time and you are likely to find something irresistable. They are super knowledgeable about all kinds of peppers, so feel free to ask. They have the best strawberries I've ever had. They also are at several farmers markets... More Helpful? Thank rachaele30 Report""","","61","","","Santa Rosa","","","","","https://www.tripadvisor.com/Attraction_Review-g33055-d10292996-Reviews-Tierra_Vegetables-Santa_Rosa_Sonoma_County_California.html","santa_rosa.json","""UtRtX0z3z4o,pWKBpP6i_oQ"""
"Loxton Winery","","We first visited Chris Loxton's winery in 2012 shortly after he opened operations. We loved it then and we love it even more now. If you are hoping to experience passion... read more","5","70","+1 707-935-7221","Glen Ellen","""11466 Dunbar Rd , Glen Ellen , CA 95442-9673""","11466","","","https://www.tripadvisor.com/Attraction_Review-g32429-d1549440-Reviews-Loxton_Winery-Glen_Ellen_Sonoma_County_California.html","glen_ellen.json","""YXJGHmMV3kw,ipjVJ3jeNCM,6OrX6xQxnjw"""
"Scribe Winery","""Wineries & Vineyards , Food & Drink""","""We scheduled a tasting at Scribe, though after arriving we found that you clearly didn't need a reservation. The tastings are done outdoors, and many people bring blankets to... read more""","26","80","+1 707-939-1858","Sonoma","""2300 Napa Rd , Sonoma , CA 95476-9513""","95476","","","https://www.tripadvisor.com/Attraction_Review-g33107-d2633507-Reviews-Scribe_Winery-Sonoma_Sonoma_County_California.html","sonoma.json","""DVPPPJKgufg,E9jDvliZcbQ,ehNi96piTvY"""
"Larson Family Winery","""Wineries & Vineyards , Food & Drink""","This was one of my favorite wineries. The atmosphere was relaxed and the view was amazing! We felt comfortable during our tasting. We even brought a picnic to eat while... read more","21","108","+1 707-938-3031","Sonoma","""23355 Millerick Rd , Sonoma , CA 95476-9282""","23355","","","https://www.tripadvisor.com/Attraction_Review-g33107-d1459408-Reviews-Larson_Family_Winery-Sonoma_Sonoma_County_California.html","sonoma.json","""JFQ76SjEerM,MjlK_IygD8I,F2CX6rll0Ok"""
"Keating Wines","","We visited Keating wines after stopping at Cornerstone Sonoma for lunch at nearby Park 121. Our tasting guide gave very interesting descriptions of the wine and explained some of... read more","71","5","+1 707-939-6510","Sonoma","""23564 Arnold Dr , Sonoma , CA 95476-9211""","23564","","","https://www.tripadvisor.com/Attraction_Review-g33107-d3217615-Reviews-Keating_Wines-Sonoma_Sonoma_County_California.html","sonoma.json","""K4y04zQaUFQ,BVn9OPLlwME,L9C58JiTp00"""
"Meadowcroft Wines","","Dropped by after another event and was greeted be DeeDee. She was very welcoming and her knowledge of wines is great. I ended up going with the wine club and can't wait for my... read more","49","25","+1 707-934-4090","Sonoma","""23574 Arnold Dr , Hwy. 121 , Sonoma , CA 95476-9211""","23574","","","https://www.tripadvisor.com/Attraction_Review-g33107-d2324871-Reviews-Meadowcroft_Wines-Sonoma_Sonoma_County_California.html","sonoma.json","""-NaaRgv3eEw,_Vgx-nlPe1k,8_LbboXuNkY"""
"Gloria Ferrer Champagne Caves","","""We went on a Sunday morning. The patio is wonderful, it was sunny and the views are wonderful. Katey was our wine educator, and she did a great job of taking care of us... read more""","12","279","+1 707-933-1917","Sonoma","""23555 Arnold Dr , Sonoma , CA 95476-9285""","23555","","","https://www.tripadvisor.com/Attraction_Review-g33107-d116655-Reviews-Gloria_Ferrer_Champagne_Caves-Sonoma_Sonoma_County_California.html","sonoma.json","""djXnAOZdpOY,mrZnryBeuuM"""
"Poseidon Vineyard & Obsidian Ridge","","""When in Sonoma you must stop at Poseidon Vineyard and Obsidian Ridge for a wine tasting. First off they are in a great outdoor space with other vineyards, restaurants and shops... read more""","72","4","17072554929","Sonoma","""23568 Arnold Dr , Cornerstone Gardens , Sonoma , CA 95476-9211""","23568","","","https://www.tripadvisor.com/Attraction_Review-g33107-d7362129-Reviews-Poseidon_Vineyard_Obsidian_Ridge-Sonoma_Sonoma_County_California.html","sonoma.json","""Tgn4U7Jx8tw,S9YGeOJrdGM,pkXQY8sTBXY"""
"Valley of the Moon Pottery & North Eagle Gallery","","The husband and wife potters are very highly developed and have wonderful style. They're quite friendly and helpful. It's always satisfying to shop for a gift there.","39","17","+1 707-538-2554","Santa Rosa","""6191 Sonoma Hwy , Santa Rosa , CA 95409-5717""","95409","","","https://www.tripadvisor.com/Attraction_Review-g33055-d3265826-Reviews-Valley_of_the_Moon_Pottery_North_Eagle_Gallery-Santa_Rosa_Sonoma_County_California.html","santa_rosa.json","""NLQ2c-W-YQE,W15i-vyyBWg,MhIQErWOtm4"""
"California Missions Museum at Cline Cellars","","""CA Mission Museum was the highlight of our week trip to Sonoma/Napa area. The quality of the models of the 21 missions is excellent, clearly professionally done. The museum did... read more""","45","33","+1 707-939-8051","Sonoma","""24737 Arnold Dr , Sonoma , CA 95476-9216""","24737","","","https://www.tripadvisor.com/Attraction_Review-g33107-d3615232-Reviews-California_Missions_Museum_at_Cline_Cellars-Sonoma_Sonoma_County_California.html","sonoma.json","""IBiSYPF9hsY,o0cmG7NIL9g,cUKkkiheo9I"""
"Schug Carneros Estate Winery","","""We were there a few days ago and met a lovely lady named Kate who was working the tasting table. Turns out Kate lived in Cincinnati, our hometown. She was a real pleasure, very... read more""","42","43","+1 707-939-9363","Sonoma","""602 Bonneau Rd , Sonoma , CA 95476-9749""","95476","","","https://www.tripadvisor.com/Attraction_Review-g33107-d631521-Reviews-Schug_Carneros_Estate_Winery-Sonoma_Sonoma_County_California.html","sonoma.json","""JB3ZYw8b0Ks,qiRYYcGdjxI"""
"Whistlestop Antiques","","""I hit this large antiques mall as often as I can. Amazing selection of """"smalls""""- loads of vintage postcards and books, incredible jewelry, buttons and glass knobs. A lot of glass... read more""","63","3","+1 707-542-9474","Santa Rosa","""Whistlestop Antiques , 130 4th Street , Santa Rosa , CA 95404""","95404","","","https://www.tripadvisor.com/Attraction_Review-g33055-d3722234-Reviews-Whistlestop_Antiques-Santa_Rosa_Sonoma_County_California.html","santa_rosa.json","""td7kANFxVXQ,x-zdmT8M6vo,nmpt4C-Tt_0"""
"Wednesday Night Market","","""This event was fun! We had a deli roasted corn. I had a al pastor taco from a Mexican booth(sorry, I can't remember the name), but it was the only Mexican booth.""","50","6","","Santa Rosa","""4th Street , Santa Rosa , CA""","","-122.6857745","38.449722","https://www.tripadvisor.com/Attraction_Review-g33055-d3222877-Reviews-Wednesday_Night_Market-Santa_Rosa_Sonoma_County_California.html","santa_rosa.json","""zLNlVAqxBtQ,8hLpHY0Szt8,VZfieQqxcKs"""
"North Bay Winery Tours","","""I went with a girlfriend and although most of the other tour guests were couples, we had a great time and would recommend this tour!""","4","7","707-879-8687","Rohnert Park","""1300 Valley House Dr , Suite 100-31 , Rohnert Park , CA 94928-4927""","94928","","","https://www.tripadvisor.com/Attraction_Review-g32982-d8685959-Reviews-North_Bay_Winery_Tours-Rohnert_Park_Sonoma_County_California.html","rohnert_park.json","""4t1CvCXSjeE,mMeoQ_EDg4Q,oHN_-M32I1A"""
"Summer Repertory Theatre","","""As a fan of musical theater, I had the opportunity to see a few productions of this theatre company while staying in the Santa Rosa area. The shows are very high quality with... read more""","44","8","+1 707-527-4343","Santa Rosa","""1501 Mendocino Ave , Burbank Auditorium , Santa Rosa , CA 95401-4332""","95401","","","https://www.tripadvisor.com/Attraction_Review-g33055-d6637914-Reviews-Summer_Repertory_Theatre-Santa_Rosa_Sonoma_County_California.html","santa_rosa.json","""QdK3zdzZgnI,2uxOXhIs3Is,CGNs9dmRZ-Y"""
"Foxtail South Golf Course","","""For the course maintenance and what this side has to offer its a great deal. I usually like to go at twilight to get a better deal, also it's less crowded.""","3","21","+1 707-584-7766","Rohnert Park","""100 Golf Course Dr , Rohnert Park , CA 94928-1735""","94928","","","https://www.tripadvisor.com/Attraction_Review-g32982-d3568672-Reviews-Foxtail_South_Golf_Course-Rohnert_Park_Sonoma_County_California.html","rohnert_park.json","""X5g93ap8IM4,bTGuxP4FZb8,aTPtK80U82Y"""
"Sonoma County Distilling Co.","","""Dont wait any longer to book a tasting with this establishment. Experts, friendly and great with sharing their information and their liquids! I was impressed with both the tour... read more""","5","6","(707) 583-7753","Rohnert Park","""5625 State Farm Dr , Unit 18 , Rohnert Park , CA 94928-1618""","94928","","","https://www.tripadvisor.com/Attraction_Review-g32982-d8124327-Reviews-Sonoma_County_Distilling_Co-Rohnert_Park_Sonoma_County_California.html","rohnert_park.json","""w9QjOzuCB8U,_fbTPUxnYwo,udzOZQRhjG8"""
"Mr. Zin's Wine Tours - Tours","","My friends and I just returned from a fun-filled vacation in San Francisco. During our visit we toured Yosemite and Sonoma Wine Country with Mr. Zins Tour service. Our two days... read more","6","6","+1 877-388-0006","Rohnert Park","""6366 Commerce Blvd , Ste 258 , Rohnert Park , CA 94928-2404""","94928","","","https://www.tripadvisor.com/Attraction_Review-g32982-d6631330-Reviews-Mr_Zin_s_Wine_Tours_Tours-Rohnert_Park_Sonoma_County_California.html","rohnert_park.json","""db2PK60UrAs,85yd72avjuA,6J440zNZ-DM"""
"Hanzell Vineyards","","""During a week in Sonoma my friends and I enjoyed several excellent tastings and vineyard tours, having sorted through many recommendations from discerning friends in advance of... read more""","41","21","(707) 996-3860","Sonoma","""18596 Lomita Ave , Sonoma , CA 95476-4619""","18596","","","https://www.tripadvisor.com/Attraction_Review-g33107-d7785165-Reviews-Hanzell_Vineyards-Sonoma_Sonoma_County_California.html","sonoma.json","""jB84_yBlC7c,SNYS4tdOMKQ,x9v2ZajXIu0"""
"Cal Skate of Rohnert Park","","This is a very clean facility with a great staff! It is a very fun environment and great music. Different nights have different themes and you can easily find them on their... read more","7","5","(707) 585-0500","Rohnert Park","""6100 Commerce Blvd , Rohnert Park , CA 94928-2104""","94928","","","https://www.tripadvisor.com/Attraction_Review-g32982-d6901625-Reviews-Cal_Skate_of_Rohnert_Park-Rohnert_Park_Sonoma_County_California.html","rohnert_park.json","""P4qToUxtn9E,_gElLc6PA1k,kaHz_KUoqgs"""
