attraction_name,attraction_knownFor,attraction_reviewComment,attraction_ranking,attraction_no_of_reviews,attraction_contact,attraction_in,attraction_address,attraction_url,attraction_in_file
Bhagawan Bahubali Statue (Gommateshwara),"Sacred & Religious Sites , Monuments & Statues , Sights & Landmarks","Lord Gomateshwara at Shravanabelagola is an amazing experience, both spiritual and architecture wise! Shravanabelagola, is situated near Channarayapatna of Hassan district - it... read more",1,221,,Hassan,"Shravanabelagola , Hassan , India",https://www.tripadvisor.com/Attraction_Review-g503696-d1977110-Reviews-Bhagawan_Bahubali_Statue_Gommateshwara-Hassan_Karnataka.html,hassan.json
Bharath Mall,,It's big shopping mall inmangalore. It's opposite to Ksrtc busstand .bigbazer supermarket &pizza hut inthe mall,29,16,+91 824 427 9330,Mangalore,"Bejai Church Road | Kavoor Road, Bejai, Lalbagh , Mangalore 575006 , India",https://www.tripadvisor.com/Attraction_Review-g297630-d3444227-Reviews-Bharath_Mall-Mangalore_Karnataka.html,mangalore.json
Infant Jesus Shrine,,"The Infant Jesus Shrine is located at one of the most peaceful locations in Mangalore. Every Thursday, there is Infant Jesus Novena and lot of people visit this shrine for various... read more",20,17,0824 2221144,Mangalore,"Nanthur Junction Road | Bikarnakatte , Mangalore , India",https://www.tripadvisor.com/Attraction_Review-g297630-d8816188-Reviews-Infant_Jesus_Shrine-Mangalore_Karnataka.html,mangalore.json
Chandramoulishwar Temple,,"This is a temple built by moon for purifying himself from the curses of his father in law, Daksha . The place is less visited by pilgrims/tourists who visit the more famous Sri... read more",5,42,,Udupi,"Udupi District , Udupi 576101 , India",https://www.tripadvisor.com/Attraction_Review-g737164-d3151625-Reviews-Chandramoulishwar_Temple-Udupi_Karnataka.html,udupi.json
NITK Lighthouse,"Lighthouses , Sights & Landmarks",This place is good to have a nice view of the tides.. Though not advisable to go into the beaches. One can have a good sunset view at this place,13,45,,Mangalore,"NITK Beach | Surathkal , Mangalore , India",https://www.tripadvisor.com/Attraction_Review-g297630-d3444283-Reviews-NITK_Lighthouse-Mangalore_Karnataka.html,mangalore.json
Kadri Hill Park,,Nice place for a walk It's good for children and adults restaurant present right in front of the park There is a fountain in the heart of the park but it is not functioning If... read more,26,34,,Mangalore,"4 Km from Hampankatta | Near NH-17 , Mangalore 575001 , India",https://www.tripadvisor.com/Attraction_Review-g297630-d3269157-Reviews-Kadri_Hill_Park-Mangalore_Karnataka.html,mangalore.json
Sri Venkataramana Temple,,"Visited this temple after dusk, the temple opens after 6pm and is silent which fascinated me. It is a small and centuries old temple located in mulki town",21,14,,Mangalore,"Venktramana Temple Road , Mangalore 575001 , India",https://www.tripadvisor.com/Attraction_Review-g297630-d8714963-Reviews-Sri_Venkataramana_Temple-Mangalore_Karnataka.html,mangalore.json
Pio Mall,,"Nothing is improving in this mall. Ideal place to have a mall, but the building structure is not looks like mall. It is meant for offices and not for huge businesses. There were... read more",46,7,,Mangalore,"Jail Road | Bejai -Bunts Hostel , Mangalore , India",https://www.tripadvisor.com/Attraction_Review-g297630-d3444258-Reviews-Pio_Mall-Mangalore_Karnataka.html,mangalore.json
Forum Mall,,"It is famous for PVR cinema and branded items. This Mall is in the heart of the city. Plenty of parking space, many branded shops, food court will make you to enjoy quality time... read more",17,22,9108242498498,Mangalore,"Hampankatta , Mangalore , India",https://www.tripadvisor.com/Attraction_Review-g297630-d8798227-Reviews-Forum_Mall-Mangalore_Karnataka.html,mangalore.json
Empire Mall,,Located centally on M G road this mall is on a decline now from what is evident. Visited this mall to buy things from nilgiris during my visit to mangalore. Did not ahve time to... read more,43,10,,Mangalore,"Empire Mall Mahatma Gandhi Road | Ballalbagh , Mangalore 575003 , India",https://www.tripadvisor.com/Attraction_Review-g297630-d3444244-Reviews-Empire_Mall-Mangalore_Karnataka.html,mangalore.json
Ananteshwar Temple,"Sacred & Religious Sites , Sights & Landmarks","After long I have been to a temple where there is no line and rush, the temple premises is big and quiet for spending some time.",6,47,,Udupi,"Front Of Chandramauleshwara Temple , Udupi 576101 , India",https://www.tripadvisor.com/Attraction_Review-g737164-d3151583-Reviews-Ananteshwar_Temple-Udupi_Karnataka.html,udupi.json
Mangaladevi Temple,"Sacred & Religious Sites , Sights & Landmarks",The Mangaladevi Temple is a Hindu temple situated about 4km from Metro Plaza. The temple is dedicated to Hindu god Shakti in the form of Mangaladevi. The city of Mangaluru is... read more,9,120,,Mangalore,"Mangalore, Bolara , Mangalore 575001 , India",https://www.tripadvisor.com/Attraction_Review-g297630-d3704941-Reviews-Mangaladevi_Temple-Mangalore_Karnataka.html,mangalore.json
Kudupu Sri Anantha Padmanabha Temple,,As per historical inscription dated 1679 this is one of the Shiva Temple dedicated to lord shiva. The inscription captures that Chouta Queen Rani Chennamma during her elder... read more,24,16,,Mangalore,"Kudupu | Dakshina Kannada District , Mangalore , India",https://www.tripadvisor.com/Attraction_Review-g297630-d4138639-Reviews-Kudupu_Sri_Anantha_Padmanabha_Temple-Mangalore_Karnataka.html,mangalore.json
Polali Rajarajeshwari Temple,,I have visited this temple earlier but always for the afternoon Pooja. This visit I took a taxi early morning and was at the temple at about 7:30. It is so peaceful at this time... read more,19,21,,Mangalore,"Polali Town | Near Kariyangala Village , Mangalore , India",https://www.tripadvisor.com/Attraction_Review-g297630-d4138641-Reviews-Polali_Rajarajeshwari_Temple-Mangalore_Karnataka.html,mangalore.json
Bejai Museum,,"If you like ancient art, it's a worth visit. This place is not well well maintained and needs serious renovation.",33,7,,Mangalore,"Bejai Museum Cross Road , Mangalore 575003 , India",https://www.tripadvisor.com/Attraction_Review-g297630-d3912794-Reviews-Bejai_Museum-Mangalore_Karnataka.html,mangalore.json
Adyar Waterfalls,,"This waterfall in the adyar village around 15 Kms from Mangaore offers a beautiful view. Greenery around and surrounded by coconut trees , the place a feast to your... read more",48,3,,Mangalore,"| Road highway near Adyar , Mangalore , India",https://www.tripadvisor.com/Attraction_Review-g297630-d10491296-Reviews-Adyar_Waterfalls-Mangalore_Karnataka.html,mangalore.json
Prasad Art Gallery,,i have no idea about idea so i didnt find this place that good though some people were complimenting the art collection. visit only if u are a art lover.,44,7,+91 824 245 7220,Mangalore,"Ballalbagh M G Road , Mangalore 575003 , India",https://www.tripadvisor.com/Attraction_Review-g297630-d3444304-Reviews-Prasad_Art_Gallery-Mangalore_Karnataka.html,mangalore.json
Central Market,,This is the place which is always bustling with business. There are lots of different shops here engaged in different business activities. You can find A to Z of... read more,32,10,+91 97435 35697,Mangalore,"Centre Of The City , Mangalore , India",https://www.tripadvisor.com/Attraction_Review-g297630-d3912785-Reviews-Central_Market-Mangalore_Karnataka.html,mangalore.json
Mangala Stadium,,this place is outstanding... nicely maintained. it was a great experience visiting here.recomended for sport lovers..,27,25,,Mangalore,"Mahatma Gandhi Road , Mangalore 575003 , India",https://www.tripadvisor.com/Attraction_Review-g297630-d5792094-Reviews-Mangala_Stadium-Mangalore_Karnataka.html,mangalore.json
Manasa Amusement & Water Park,,"I visited here with family and young kids. It was over crowded due to diwali holidays. Very limited rides, but definitely enjoyable. Park gives good attention to the safety. Must... read more",23,39,+91 80956 79113,Mangalore,"Pilikula Nisarga Dhama | Mudushedde, Vamanjoor , Mangalore 575028 , India",https://www.tripadvisor.com/Attraction_Review-g297630-d3397684-Reviews-Manasa_Amusement_Water_Park-Mangalore_Karnataka.html,mangalore.json
Tannirbhavi Tree Park,,It is the sea coast and have the tall trees. It has a long coast line. The space between tress are very friendly to spend some time. This place is also connected to the city with... read more,38,6,,Mangalore,"| Near Tannirbhavi Beach , Mangalore , India",https://www.tripadvisor.com/Attraction_Review-g297630-d10541729-Reviews-Tannirbhavi_Tree_Park-Mangalore_Karnataka.html,mangalore.json
Sasihithlu Beach,,My most favorite and the top #1 beach in my list in mangalore. Good one to swim surf and enjoy.. HAppy strolling..,25,11,,Mangalore,"near NITK Suratkal , Mangalore 575001 , India",https://www.tripadvisor.com/Attraction_Review-g297630-d10376966-Reviews-Sasihithlu_Beach-Mangalore_Karnataka.html,mangalore.json
Mahatma Gandhi Museum,,This museum is well maintained. Ancient things here are just amazing. The entry is free to this museum. Highly recommended.,47,6,,Mangalore,"Dongerkeri Road , Mangalore 575001 , India",https://www.tripadvisor.com/Attraction_Review-g297630-d4138640-Reviews-Mahatma_Gandhi_Museum-Mangalore_Karnataka.html,mangalore.json
Mangalore Beach,"Beaches , Nature & Parks , Outdoor Activities",We stopped over for an evening and night at Mangalore on way to Coorg! The beach is quite far from the city around 30-40 min ride but it's worth a visit!! Loads of fun activity... read more,16,50,,Mangalore,"Dakshina Kannada , Mangalore , India",https://www.tripadvisor.com/Attraction_Review-g297630-d3731012-Reviews-Mangalore_Beach-Mangalore_Karnataka.html,mangalore.json
Chennakesava Temple,"Ancient Ruins , Historic Sites , Points of Interest & Landmarks , Sights & Landmarks , More",Last Sunday we had visited this Temple along with Halibedu. Both the temples resemble the same. The main deity here is Lord Vishnu. It is one of the intricately sculpted temple.It... read more,1,403,09035642325,Belur,"Belur , India",https://www.tripadvisor.com/Attraction_Review-g1676037-d325163-Reviews-Chennakesava_Temple-Belur_Karnataka.html,belur.json
Doddabale Siddaragudda Peak,,"I’ve been to Shivgiri trails on a couple of occasions (with families, family, self only etc…). This is my favorite de-stressing, re-charging destination…… One, it’s totally... read more",16,15,+91 94481 30096,Chikamagalur,"Shivgiri, Hoggarekangri Hills | Shivgiri Trails Estate, Via Hoggrehalli Village, Hohggrekhan giri, , Chikamagalur Birur , India",https://www.tripadvisor.com/Attraction_Review-g297629-d4138616-Reviews-Doddabale_Siddaragudda_Peak-Chikamagalur_Karnataka.html,chikamagalur.json
STJ Junior College,"“ nioce collge ” Reviewed October 5, 2015 it is one of the best colleges in Chikamagaluru now a days. it is siutated in one of the most beautiful polace if karnatal western ghats green mountains Helpful? Thank shakir a Report",,41,,,Chikamagalur,,https://www.tripadvisor.com/Attraction_Review-g297629-d5782205-Reviews-STJ_Junior_College-Chikamagalur_Karnataka.html,chikamagalur.json
Jamalabad Fort,,I have plans to visit this on eof the incredible fort in Karnataka built by Tippu Sultan. most incredible scenes,32,4,,Chikamagalur,"Jamalabad Village , Chikamagalur , India",https://www.tripadvisor.com/Attraction_Review-g297629-d4138599-Reviews-Jamalabad_Fort-Chikamagalur_Karnataka.html,chikamagalur.json
Dr TMA Pai International Convention Centre,"Conference & Convention Centers , Traveler Resources",I had the oppurtunity to visit this centre for two days for a conference. Located in the heart of the city on the main road with excellent parking facility and big lecture hjalls... read more,15,45,+91 824 249 7871,Mangalore,"Mahatma Gandhi Road , Mangalore 575003 , India",https://www.tripadvisor.com/Attraction_Review-g297630-d3444343-Reviews-Dr_TMA_Pai_International_Convention_Centre-Mangalore_Karnataka.html,mangalore.json
Farmer's Son Resort & Adventurous Sports,,We left Bangalore at 6am on 9th October 2016. Reached Farmer’s Son Resort Via Hassan around 11am. On the way we stopped at Kamat hotel for breakfast. We were 11 membered group... read more,1,18,918971998888,Belluru,"Managalore Hwy | Hassan-Sakleshpur Main Road ,N H75, Sakleshpur, Hassan - 573134, Near Gundan Bellur, Palya Circle , Belluru 573134 , India",https://www.tripadvisor.com/Attraction_Review-g10624829-d7175758-Reviews-Farmer_s_Son_Resort_Adventurous_Sports-Belluru_Karnataka.html,belluru.json
Hoysaleswara Temple,"Sacred & Religious Sites , Sights & Landmarks",Ok but not sure it will give you happiness but the temple walls are made up of balpa rocks which is more attractive,2,103,,Halebid,"Halebid , India",https://www.tripadvisor.com/Attraction_Review-g1676035-d1699660-Reviews-Hoysaleswara_Temple-Halebid_Karnataka.html,halebid.json
Kadambi Falls,,this is right on the highway - dont miss it. you could stand on the bridge and enjoy the spray from the falls,29,5,,Chikamagalur,"Kudremukh National Park , Chikamagalur , India",https://www.tripadvisor.com/Attraction_Review-g297629-d4422025-Reviews-Kadambi_Falls-Chikamagalur_Karnataka.html,chikamagalur.json
Ballalarayana Durga Fort,,Worth trying this place if you are driving between Kalasa - Kottigehara ..this is approx 8 kms from the main road - diversion from a place called Sunkashale...fort is accessible... read more,30,4,,Chikamagalur,"| Bettabalige, Western Ghats , Chikamagalur , India",https://www.tripadvisor.com/Attraction_Review-g297629-d8070238-Reviews-Ballalarayana_Durga_Fort-Chikamagalur_Karnataka.html,chikamagalur.json
Lakya Dam,,nothing left of this ore wash reservoir - it is almost dry and looks deserted you could avoid the 5km detour to the place.,31,8,,Chikamagalur,"Kudremukh , Chikamagalur , India",https://www.tripadvisor.com/Attraction_Review-g297629-d3704859-Reviews-Lakya_Dam-Chikamagalur_Karnataka.html,chikamagalur.json
Gangamoola Hill,,this is a must visit inthe mansoon - it is simply senic - the birth place of tunga/badra - the mountain range is a must see,28,6,,Chikamagalur,"Nr. Kudremukh , Chikamagalur , India",https://www.tripadvisor.com/Attraction_Review-g297629-d2651416-Reviews-Gangamoola_Hill-Chikamagalur_Karnataka.html,chikamagalur.json
Halebidu Temple,"Ancient Ruins , Historic Sites , Sights & Landmarks",We had visited this temple during Diwali Holidays. We were really amazed to see the detailed sculpture and architecture of this Temple. The main deity here is Lord Shiva. It... read more,1,370,,Halebid,"Halebid , India",https://www.tripadvisor.com/Attraction_Review-g1676035-d498375-Reviews-Halebidu_Temple-Halebid_Karnataka.html,halebid.json
Shantaleswara Temple,,"This is the place where artistry comes to life. It's a live example of how our ancestors treated creativity, art architecture and culture soo high.",4,10,,Halebid,"Halebid , India",https://www.tripadvisor.com/Attraction_Review-g1676035-d3705311-Reviews-Shantaleswara_Temple-Halebid_Karnataka.html,halebid.json
